project_slug,project_name,market_cap_usd,price_usd,total_invested,funds_count,top_funds
avant,Avant,,,6500000.0,5,"GoGoPool ($1,300,000); Linda Kreitzman ($1,300,000); Daybreak Digital ($1,300,000); Avalaunch ($1,300,000); SuperLayer ($1,300,000)"
primus-labs,Primus Labs,,,6499999.999999998,17,"SNZ Holding ($382,353); Samsung NEXT ($382,353); Amber Group ($382,353); VanEck ($382,353); Hash Global ($382,353)"
freename,Freename,,,6500000.0,8,"Blockchain Founders Fund ($812,500); Polymorphic Capital ($812,500); Sparkle Ventures ($812,500); Golden Record Ventures ($812,500); Entree Capital ($812,500)"
testmachine,TestMachine,,,6500000.0,10,"Delphi Ventures ($650,000); Blockchange Ventures ($650,000); Santiago Roel Santos ($650,000); New Form Capital ($650,000); Contango Digital Assets ($650,000)"
wildcard-ico,Wildcard,,,6500000.0,2,"Paradigm ($3,250,000); Arbitrum Gaming Ventures ($3,250,000)"
divine,Divine,,,6600000.0,1,"Paradigm ($6,600,000)"
hyperbot,BOT,,0.005828,6750000.0,1,"Pop Culture Group ($6,750,000)"
octane,Octane,,,6750000.0,9,"Winklevoss Capital ($750,000); Balaji Srinivasan ($750,000); Gemini Frontier Fund ($750,000); Archetype ($750,000); Sina Habibian ($750,000)"
shogun,Shogun,,,6900000.0,15,"Bryan Pellegrino ($460,000); rushi ($460,000); Polychain Capital ($460,000); Arrington Capital ($460,000); Hypersphere Ventures ($460,000)"
azura,Azura,,,6900000.000000002,17,"Winklevoss Capital ($405,882); Initialized Capital ($405,882); DCF GOD ($405,882); Volt Capital ($405,882); Meltem Demirors ($405,882)"
dogeos,DogeOS,,,6900000.0,1,"Polychain Capital ($6,900,000)"
playsout,PLAY,,0.03518,6999999.999999999,12,"Oak Grove Ventures ($583,333); Kestrel0x1 ($583,333); Gam3Girl Ventures ($583,333); Ankaa ($583,333); Kenetic Capital ($583,333)"
cloudburst-technologies,Cloudburst Technologies,,,7000000.000000001,6,"Coinbase Ventures ($1,166,667); CoinFund ($1,166,667); Borderless Capital ($1,166,667); Bloccelerate ($1,166,667); Strategic Cyber Ventures ($1,166,667)"
radius,Radius,,,7000000.0,1,"Pantera Capital ($7,000,000)"
fiat-republic,Fiat Republic,,,7000000.000000001,6,"Arca ($1,166,667); Fabric Ventures ($1,166,667); Kraken ($1,166,667); Credo Ventures ($1,166,667); Speedinvest ($1,166,667)"
cvex,CVEX,,,7000000.0,7,"Fabric Ventures ($1,000,000); Saxon Advisors ($1,000,000); FunFair Ventures ($1,000,000); FiveT Fintech ($1,000,000); Kyber Capital ($1,000,000)"
re,Re,,,7000000.0,1,"Electric Capital ($7,000,000)"
helix-3,HELIX (Hypersonic Laboratories) ,,,7000000.0,5,"Play Ventures ($1,400,000); AppWorks ($1,400,000); WTIC ($1,400,000); KB Investment ($1,400,000); Alex Ekvall ($1,400,000)"
ratex,RateX,,,7000000.0,8,"Animoca Brands ($875,000); Crypto.com ($875,000); Gate.io ($875,000); GSR Markets (GSR) ($875,000); Summer Capital ($875,000)"
hyperbolic,Hyperbolic,,,19000000.000000004,25,"Bankless ($1,568,421); Faction ($1,568,421); Polychain Capital ($1,568,421); Chapter One Ventures ($1,568,421); Variant ($1,200,000)"
kiva-ai,Perle (Prev. Kiva Ai),,,16000000.0,10,"Framework Ventures ($9,000,000); Protagonist ($777,778); CoinFund ($777,778); HashKey Capital ($777,778); NGC Ventures ($777,778)"
predicate,Predicate,,,7000000.000000002,24,"HashKey Capital ($291,667); Tribe Capital ($291,667); 1kx ($291,667); ConsenSys ($291,667); Sandeep Nailwal ($291,667)"
karpatkey,Karpatkey,,,7000000.0,5,"Stani Kulechov ($1,400,000); Wintermute ($1,400,000); Fernando Martinelli ($1,400,000); AppWorks ($1,400,000); Joseph Lubin ($1,400,000)"
spire-labs,Spire Labs,,,7000000.000000002,15,"Andreessen Horowitz (a16z) ($466,667); Digital Currency Group (DCG) ($466,667); Maven 11 Capital ($466,667); Anthony Sassano ($466,667); Volt Capital ($466,667)"
blife-protocol,BLIFE Protocol,,,6999999.999999998,21,"Animoca Brands ($333,333); GSR Ventures ($333,333); OIG Oracles Investment Group ($333,333); Kun Gao ($333,333); B2C2 ($333,333)"
kira-nexus,KLAI,,,7000000.0,1,"D5Wav ($7,000,000)"
beam-2,beam,,,47000000.0,7,"Modern Treasury ($40,000,000); Castle Island Ventures ($1,166,667); Archetype ($1,166,667); Bankless ($1,166,667); Arca ($1,166,667)"
donut-2,Donut,,,22000000.0,10,"BITKRAFT Ventures ($3,700,000); Hack VC ($3,700,000); Sky9 ($3,700,000); Altos Ventures ($3,700,000); Makers Fund ($3,700,000)"
cooking-city,Cooking.City,,,7000000.0,5,"CMT Digital ($1,400,000); BitScale Capital ($1,400,000); Everest Ventures ($1,400,000); Mirana Ventures ($1,400,000); Jump Crypto ($1,400,000)"
w3-io,W3.io,,,7000000.0,3,"Arrington Capital ($2,333,333); Framework Ventures ($2,333,333); Blockchange Ventures ($2,333,333)"
kea,Kea,,,7000000.0,1,"Mark Carnegie ($7,000,000)"
uxuy-ico,Uxuy,,,7000000.0,16,"Web3Vision ($437,500); SWC Global ($437,500); YZi Labs (prev Binance Labs) ($437,500); GBV Capital ($437,500); CMS Holdings ($437,500)"
ambient,Ambient,,,7200000.0,15,"Anatoly Yakovenko ($480,000); Ashwin Ramachandran ($480,000); Delphi Ventures ($480,000); Proof Group ($480,000); Infinite Capital ($480,000)"
xtao,xTAO,,,30100000.0,6,"Off the Chain Capital ($7,300,000); Animoca Brands ($4,560,000); Digital Currency Group (DCG) ($4,560,000); Borderless Capital ($4,560,000); FalconX ($4,560,000)"
schuman-financial,EUROP,,,7360000.0,10,"Nexo ($736,000); RockawayX ($736,000); Kraken ($736,000); Gnosis ($736,000); Daedalus ($736,000)"
cointel,COLS,,0.01506,7400000.0,2,"Avalanche Foundation ($3,700,000); Sugafam Inc. ($3,700,000)"
concrete-protocol,Concrete Protocol,,,16999999.999999993,35,"Portal Ventures ($989,967); Hypersphere Ventures ($576,923); Tribe Capital ($576,923); Hashed ($576,923); Kronos Research ($576,923)"
mezo,Mezo,,,28500000.0,13,"Multicoin Capital ($5,250,000); Pantera Capital ($5,250,000); Hack VC ($5,250,000); Draper Associates ($5,250,000); ArkStream Capital ($833,333)"
sending-network,Sending Network,,,7499999.999999998,7,"Balaji Srinivasan ($1,071,429); Gabby Dizon ($1,071,429); Web3.com Ventures ($1,071,429); Galxe ($1,071,429); Symbolic Capital ($1,071,429)"
cartridge,Cartridge,,,7499999.999999998,7,"Fabric Ventures ($1,071,429); Primitive Ventures ($1,071,429); BITKRAFT Ventures ($1,071,429); Dune Ventures ($1,071,429); StarkWare Industries ($1,071,429)"
genlayer,GenLayer,,,7499999.999999998,7,"Arrington Capital ($1,071,429); Node Capital ($1,071,429); North Island Ventures ($1,071,429); Maelstrom ($1,071,429); WAGMI Ventures ($1,071,429)"
sorella,Sorella,,,7500000.0,5,"Paradigm ($1,500,000); Robot Ventures ($1,500,000); Nascent ($1,500,000); Uniswap ($1,500,000); Bankless ($1,500,000)"
pond,Pond,,,7499999.999999999,22,"Coinbase Ventures ($340,909); Delphi Ventures ($340,909); Santiago Roel Santos ($340,909); PAKA ($340,909); Illia Polosukhin ($340,909)"
brevis-network,Brevis Network,,,7500000.0,6,"Polychain Capital ($1,250,000); YZi Labs (prev Binance Labs) ($1,250,000); IOSG Ventures ($1,250,000); HashKey Capital ($1,250,000); Nomad Capital ($1,250,000)"
superlogic,Superlogic,,,21299999.999999993,16,"Nima Capital ($2,320,513); Sangha Capital ($2,320,513); Amex Ventures ($2,320,513); ChainLink Capital Management ($1,266,667); 10SQ Capital ($1,266,667)"
satflow,Satflow,,,7600000.0,16,"Asymmetric ($475,000); Hash3 ($475,000); Bitcoin Frontier Fund ($475,000); UTXO Management ($475,000); domo ($475,000)"
pluralis-research,Pluralis Research,,,7599999.999999998,9,"Union Square Ventures ($844,444); Variant ($844,444); CoinFund ($844,444); Balaji Srinivasan ($844,444); Bodhi Ventures ($844,444)"
liquid,Liquid,,,7599999.999999999,7,"Paradigm ($1,085,714); General Catalyst ($1,085,714); Eric Wu ($1,085,714); Ashwin Ramachandran ($1,085,714); Alpen Capital (Prev. Comfy Capital) ($1,085,714)"
yeet-2,Yeet,,,7750000.000000002,11,"Dragonfly Capital ($704,545); Luca Netz ($704,545); Bryan Pellegrino ($704,545); Farokh Sarmad ($704,545); Primitive Ventures ($704,545)"
rd-technologies,RD Technologies,,,47800000.0,12,"Hivemind Capital Partners ($7,641,667); HongShan (ex-Sequoia China) ($7,641,667); Matrixport ($6,666,667); Immutable Capital ($6,666,667); Zhongwan International ($6,666,667)"
stokr,STOKR,,,7980000.0,1,"Fulgur Ventures ($7,980,000)"
openverse-network,Openverse Network,,6.847,19000000.0,10,"DuckDAO ($2,750,000); Castrum Capital ($2,750,000); Asva Capital ($2,750,000); TB Ventures (TBV) ($2,750,000); Becker Ventures ($1,333,333)"
drip,Drip,,,8000000.0,5,"Coinbase Ventures ($1,600,000); NFX ($1,600,000); 6MV (6th Man Ventures) ($1,600,000); Placeholder ($1,600,000); Progression Fund ($1,600,000)"
tally,Tally,,,8000000.0,3,"Blockchain Capital ($2,666,667); AppWorks ($2,666,667); Bitgo ($2,666,667)"
glacier-network,GLS,,0.0005814,8000000.0,16,"Signum Capital ($500,000); Gate.io ($500,000); Dutch Crypto Investors (DCI) ($500,000); Candaq Fintech Group ($500,000); Foresight Ventures ($500,000)"
pixelmon,Pixelmon,,,8000000.0,10,"Animoca Brands ($800,000); Delphi Digital (Delphi Labs) ($800,000); BitScale Capital ($800,000); Amber Group ($800,000); Foresight Ventures ($800,000)"
helika,Helika,,,7999999.999999999,6,"Sfermion ($1,333,333); Pantera Capital ($1,333,333); Sparkle Ventures ($1,333,333); Diagram Ventures ($1,333,333); Damon Gura ($1,333,333)"
clique,Clique,,,7999999.999999996,18,"Polychain Capital ($444,444); Robot Ventures ($444,444); Santiago Roel Santos ($444,444); Balaji Srinivasan ($444,444); Scott Moore ($444,444)"
owlto-finance,Owlto Finance,,,8000000.000000003,14,"x21 Digital ($571,429); SNZ Holding ($571,429); Bixin Ventures ($571,429); Blocore ($571,429); GSR Markets (GSR) ($571,429)"
anchorzero,AnchorZero,,,8000000.0,7,"Robot Ventures ($1,142,857); Ethereal Ventures ($1,142,857); Mischief ($1,142,857); Spark Capital ($1,142,857); Bain Capital Crypto ($1,142,857)"
autoverse-studios,Autoverse Studios,,,8000000.0,8,"Side Door Ventures ($1,000,000); Saison Capital ($1,000,000); Ocular VC ($1,000,000); LiquidX ($1,000,000); MCE Group ($1,000,000)"
castile,CASTILE,,,8000000.0,4,"HashKey Capital ($2,000,000); OKX Ventures ($2,000,000); SevenX Ventures ($2,000,000); Aptos ($2,000,000)"
pharos-2,Pharos,,,8000000.0,9,"Chorus One ($888,889); SNZ Holding ($888,889); Hack VC ($888,889); MH Ventures ($888,889); Hash Global ($888,889)"
zoo-finance,Zoo Finance,,,7999999.999999999,6,"Signum Capital ($1,333,333); Cryptomeria Capital ($1,333,333); Certik ($1,333,333); Bitrise Capital ($1,333,333); CGV FoF (Cryptogram Venture) ($1,333,333)"
nodego,NodeGo,,,8000000.0,1,"Hash Capital ($8,000,000)"
boinkers,BOINK,,,8000000.0,2,"NFX ($4,000,000); a16z speedrun ($4,000,000)"
warlock,Warlock,,,8000000.0,8,"Polychain Capital ($1,000,000); TRGC ($1,000,000); Reciprocal Ventures ($1,000,000); Ambush Capital ($1,000,000); Ivangbi ($1,000,000)"
terminal-3,Terminal 3,,,8000000.0,10,"Animoca Brands ($800,000); Hard Yaka ($800,000); CMCC Global ($800,000); Progression Fund ($800,000); Cherubic Ventures ($800,000)"
nexbridge,NEXBRIDGE,,,8000000.0,1,"Fulgur Ventures ($8,000,000)"
mecka-ai,Mecka.AI,,,8000000.0,10,"Framework Ventures ($800,000); Mechanism Capital ($800,000); SV Angel ($800,000); Jason Choi ($800,000); Offline Ventures ($800,000)"
bulk,BULK,,,8000000.000000001,12,"Robot Ventures ($666,667); Wintermute ($666,667); 6MV (6th Man Ventures) ($666,667); Chapter One Ventures ($666,667); Mirana Ventures ($666,667)"
depinsim,Depinsim,,,8000000.0,7,"Outlier Ventures ($1,142,857); Mask Network ($1,142,857); Bitrise Capital ($1,142,857); MYIE VC ($1,142,857); DWF Labs ($1,142,857)"
standard-money,Standard Money,,,8000000.0,4,"YZi Labs (prev Binance Labs) ($2,000,000); Animoca Brands ($2,000,000); Crypto.com ($2,000,000); Gate.io ($2,000,000)"
rift,Rift,,,8000000.0,1,"Paradigm ($8,000,000)"
crown-2,Crown,,,21600000.0,7,"Paradigm ($13,500,000); Coinbase Ventures ($1,350,000); Framework Ventures ($1,350,000); Valor Capital Group ($1,350,000); Norte Ventures ($1,350,000)"
nexity-network,NXT,,,8200000.0,1,"Rollman Management ($8,200,000)"
cytonic,Cytonic,,,8299999.999999999,7,"Lemniscap ($1,185,714); Nomura ($1,185,714); Arthur Hayes ($1,185,714); Lyrik Ventures ($1,185,714); Lattice ($1,185,714)"
zivoe,Zivoe,,,8350000.0,3,"Iceberg Capital ($2,783,333); Andrew Keys ($2,783,333); Concave ($2,783,333)"
zone-2,Zone,,,8500000.0,6,"Digital Currency Group (DCG) ($1,416,667); Lateral Capital ($1,416,667); Alter Global ($1,416,667); Flourish Ventures ($1,416,667); TLcom Capital ($1,416,667)"
alpen-labs,Alpen Labs,,,19099999.999999996,26,"Ribbit Capital ($1,364,286); Geometry DAO ($1,364,286); Village Global ($757,143); Robot Ventures ($757,143); Waikit Lau ($757,143)"
sendblocks,SendBlocks,,,8500000.0,5,"Pitango VC ($1,700,000); StarkWare Industries ($1,700,000); Castle Island Ventures ($1,700,000); Illuminate Financial ($1,700,000); Laser Digital ($1,700,000)"
caliza,Caliza,,,8500000.0,7,"Kraynos Capital ($1,214,286); Class 5 Global ($1,214,286); Digital Currency Group (DCG) ($1,214,286); Initialized Capital ($1,214,286); Abstract Ventures ($1,214,286)"
opengradient,OpenGradient,,,8500000.000000002,19,"Coinbase Ventures ($447,368); SV Angel ($447,368); Illia Polosukhin ($447,368); Foresight Ventures ($447,368); Ajit Tripathi ($447,368)"
midas-2,Midas,,,8750000.0,14,"Coinbase Ventures ($625,000); Strobe (Prev. BlockTower Capital) ($625,000); Framework Ventures ($625,000); 6MV (6th Man Ventures) ($625,000); Hack VC ($625,000)"
ennoventure,Ennoventure,,,8900000.0,2,"Fenice Investment Group ($4,450,000); Tanglin Venture Partners ($4,450,000)"
rome-protocol,Rome Protocol,,,9000000.0,16,"TRGC ($562,500); HashKey Capital ($562,500); Robot Ventures ($562,500); P2 Ventures ($562,500); Santiago Roel Santos ($562,500)"
clusters,Clusters,,,9000000.0,8,"Arrington Capital ($1,125,000); Electric Capital ($1,125,000); Variant ($1,125,000); Collab+Currency ($1,125,000); Mask Network ($1,125,000)"
daylight-2,Daylight,,,84000000.0,12,"Andreessen Horowitz (a16z) ($9,300,000); Framework Ventures ($9,300,000); Lerer Hippeau ($9,300,000); Coinbase Ventures ($7,500,000); M13 ($7,500,000)"
truex,PYUSD,,,19999999.999999996,9,"Accomplice ($2,857,143); Reciprocal Ventures ($2,857,143); RRE Ventures ($2,857,143); Solana Foundation ($2,857,143); Paxos ($2,857,143)"
dragonz-land,Dragonz Land,,,9000000.0,1,"Syndicate Capital Group ($9,000,000)"
party-icons,Party Icons,,,9000000.0,3,"IDG Capital ($3,000,000); BITKRAFT Ventures ($3,000,000); Sebastien Borget ($3,000,000)"
commonware,commonware,,,34000000.0,10,"tempo ($25,000,000); Dragonfly Capital ($1,000,000); Viktor Bunin ($1,000,000); Dan Romero ($1,000,000); Haun Ventures ($1,000,000)"
gamerboom,GamerBoom,,,9000000.0,10,"Digital Finance Group (DFG) ($900,000); Mask Network ($900,000); Jsquare ($900,000); Solana Foundation ($900,000); Bing Ventures ($900,000)"
universal,Universal,,,9000000.0,4,"Andreessen Horowitz (a16z) ($2,250,000); Coinbase Ventures ($2,250,000); Four Cities Capital ($2,250,000); Data Tech Fund ($2,250,000)"
standard-economics,Standard Economics,,,9000000.0,2,"Paradigm ($4,500,000); Lightspeed Venture Partners ($4,500,000)"
self-protocol,Self Protocol,,,9000000.0,11,"Sandeep Nailwal ($818,182); Julien Bouteloup ($818,182); Hart Lambur ($818,182); Casey Neistat ($818,182); Greenfield Capital ($818,182)"
perpl,Perpl,,,9250000.0,8,"Dragonfly Capital ($1,156,250); CMS Holdings ($1,156,250); Brevan Howard ($1,156,250); Breed ($1,156,250); L1D ($1,156,250)"
meso-network,Meso Network,,,9500000.0,7,"Archie Puri ($1,357,143); Bill Ready ($1,357,143); Chris Kalani ($1,357,143); Solana Ventures ($1,357,143); 6MV (6th Man Ventures) ($1,357,143)"
backed,Backed,,,9500000.0,8,"Stake Capital ($1,187,500); Blockchain Founders Fund ($1,187,500); Blue Bay Capital ($1,187,500); Gnosis ($1,187,500); nonce Classic ($1,187,500)"
ston-fi,STON,,,9500000.0,2,"CoinFund ($4,750,000); Ribbit Capital ($4,750,000)"
alphaledger,Alphaledger,,,9500000.0,2,"EJF Capital ($4,750,000); KDX ($4,750,000)"
helius,Helius,,,31250000.0,8,"Foundation Capital ($5,525,000); 6MV (6th Man Ventures) ($5,525,000); Chapter One Ventures ($5,525,000); Founders Fund ($3,625,000); Haun Ventures ($3,625,000)"
dsrv,DSRV,,,21150000.0,7,"InterVest ($3,866,667); SK Securities ($3,866,667); Nice ($3,866,667); NXVP ($2,387,500); Han River Partners ($2,387,500)"
fortunafi,Fortunafi,,,9560000.0,6,"Shima Capital ($1,593,333); Cobie ($1,593,333); Scott Lewis ($1,593,333); Manifold Trading ($1,593,333); Austin Green ($1,593,333)"
bitlight-labs,LIGHT,,1.0348,9599999.999999998,14,"Fundamental Labs ($685,714); Signum Capital ($685,714); Skynet Trading ($685,714); ArkStream Capital ($685,714); Stakez Capital ($685,714)"
backseat,BACKSEAT,,,9690000.0,3,"Headline ($3,230,000); East Ventures ($3,230,000); Spiral Capital ($3,230,000)"
alterya,Alterya,,,159800000.0,5,"Chainalysis ($150,000,000); NFX ($2,450,000); Y Combinator ($2,450,000); Battery Ventures ($2,450,000); Nyca Partners ($2,450,000)"
cedar-money,Cedar Money,,,9900000.0,5,"North Island Ventures ($1,980,000); QED Investors ($1,980,000); Stellar Foundation ($1,980,000); Lattice ($1,980,000); Wischoff Ventures ($1,980,000)"
dinari,Dinari,,,22700000.0,10,"Blockchange Ventures ($2,540,000); Avalanche Foundation ($2,540,000); Hack VC ($2,540,000); VanEck ($2,540,000); F-Prime Capital ($2,540,000)"
squads,Squads,,,10000000.0,6,"Electric Capital ($1,666,667); Coinbase Ventures ($1,666,667); RockawayX ($1,666,667); L1 Digital ($1,666,667); Placeholder ($1,666,667)"
overworld,Overworld,,,10000000.0,9,"Sanctor Capital ($1,111,111); Galaxy Interactive ($1,111,111); Matrix Partners ($1,111,111); Foresight Ventures ($1,111,111); Big Brain Holdings ($1,111,111)"
cleartoken,ClearToken,,,10000000.0,5,"GSR Markets (GSR) ($2,000,000); LMAX ($2,000,000); Flow Traders ($2,000,000); Laser Digital ($2,000,000); Zodia Custody ($2,000,000)"
d2x,D2X,,,10000000.0,2,"Point72 Ventures ($5,000,000); GSR Markets (GSR) ($5,000,000)"
bored-slot,Bored Slot,,,10000000.0,2,"LD Capital ($5,000,000); Plutus VC ($5,000,000)"
uplink,Uplink,,,10000000.0,1,"Framework Ventures ($10,000,000)"
homium,Homium,,,10000000.0,2,"Blizzard Fund (Avalanche Ecosystem) ($5,000,000); Sorenson Impact Group ($5,000,000)"
reya-network,Reya Network (Voltz),,,10000000.0,9,"Coinbase Ventures ($1,111,111); Fabric Ventures ($1,111,111); Framework Ventures ($1,111,111); Robot Ventures ($1,111,111); Stani Kulechov ($1,111,111)"
l3e7,L3E7,,,10000000.000000002,14,"The Spartan Group ($714,286); OKX Ventures ($714,286); SevenX Ventures ($714,286); Foresight Ventures ($714,286); LongLing Capital ($714,286)"
kiosk,Kiosk,,,10000000.0,4,"Andreessen Horowitz (a16z) ($2,500,000); Union Square Ventures ($2,500,000); Electric Capital ($2,500,000); Variant ($2,500,000)"
stripchain,StripChain,,,10000000.0,9,"Mechanism Capital ($1,111,111); Ascensive Assets ($1,111,111); Hypersphere Ventures ($1,111,111); Sora Ventures ($1,111,111); Shima Capital ($1,111,111)"
ava-protocol,AP,,,10000000.0,5,"Bing Ventures ($2,000,000); Bloccelerate ($2,000,000); Taisu Ventures ($2,000,000); Electric Capital ($2,000,000); Shima Capital ($2,000,000)"
vessel,Vessel,,,10000000.0,8,"Sequoia Capital ($1,250,000); Avalanche Foundation ($1,250,000); Folius Ventures ($1,250,000); IMO Ventures ($1,250,000); Incuba Alpha ($1,250,000)"
bifinance,BiFinance,,,10000000.0,4,"Sunfund Fortuna Global Opportunities ($2,500,000); TigerBCDAO ($2,500,000); SDM Education ($2,500,000); Eternal Asia Group ($2,500,000)"
myco,Myco,,,10000000.0,9,"Ghaf Capital Partners ($1,111,111); Enjinstarter ($1,111,111); Kendrick Nguyen ($1,111,111); Aptos ($1,111,111); Daman Investments ($1,111,111)"
double-jump-tokyo,double jump.tokyo,,,10000000.0,6,"Bing Ventures ($1,666,667); SBI Investment (Group) ($1,666,667); Gate Ventures ($1,666,667); Taisu Ventures ($1,666,667); TM Capital ($1,666,667)"
pin-ai,PIN AI,,,10000000.000000002,14,"Andreessen Horowitz (a16z) ($714,286); Illia Polosukhin ($714,286); Foresight Ventures ($714,286); Hack VC ($714,286); Scott Moore ($714,286)"
gradient-network,Gradient Network,,,10000000.0,3,"Multicoin Capital ($3,333,333); Pantera Capital ($3,333,333); HongShan (ex-Sequoia China) ($3,333,333)"
yellow-network,YELLOW,,,10000000.0,12,"MathWallet ($833,333); Moonrock Capital ($833,333); MV Global ($833,333); LD Capital ($833,333); ConsenSys ($833,333)"
pip-world,PiP World,,,10000000.0,1,"Exinity ($10,000,000)"
mento,Mento,,,10000000.000000002,7,"HashKey Capital ($1,428,571); Flori Ventures ($1,428,571); No Limit Holdings ($1,428,571); w3.fund ($1,428,571); Verda Ventures ($1,428,571)"
unilive,UniLive,,,10000000.0,1,"Airlevate Investment ($10,000,000)"
vlayer,Vlayer,,,10000000.0,8,"Andreessen Horowitz (a16z) ($1,250,000); Strobe (Prev. BlockTower Capital) ($1,250,000); Credo Ventures ($1,250,000); Aayush Gupta ($1,250,000); Peter Hoang ($1,250,000)"
brighty,Brighty,,,10000000.0,1,"Futurecraft Ventures ($10,000,000)"
earos,Earos,,,10000000.0,1,"Lemon Ltd ($10,000,000)"
interlace,Interlace,,,10000000.0,1,"BitRock Capital ($10,000,000)"
lava-2,Lava,,,27500000.0,10,"Founders Fund ($5,000,000); Khosla Ventures ($5,000,000); Lee Linden ($2,187,500); Bijan Tehrani ($2,187,500); Saurabh Gupta ($2,187,500)"
kast,KAST,,,10000000.0,4,"Peak XV Partners(ex-Sequoia India) ($2,500,000); DST Global ($2,500,000); HongShan (ex-Sequoia China) ($2,500,000); Goodwater ($2,500,000)"
trrue-chain,TRRUE,,0.00033,10000000.0,1,"Global Emerging Markets (GEM Digital Limited) ($10,000,000)"
alloyx-2,AlloyX,,,10000000.0,4,"Arbitrum Foundation ($2,500,000); Offchain Labs ($2,500,000); Solowin ($2,500,000); Ming Capital ($2,500,000)"
merit-systems,Merit Systems,,,10000000.0,6,"Andreessen Horowitz (a16z) ($1,666,667); Blockchain Capital ($1,666,667); Dan Romero ($1,666,667); Packy McCormick ($1,666,667); Anatoly Yakovenko ($1,666,667)"
pod,pod,,,9999999.999999998,11,"1kx ($909,091); Waikit Lau ($909,091); Protagonist ($909,091); Nick White ($909,091); Blockchain Builders Fund ($909,091)"
human-passport,Human Passport,,,10000000.0,1,"Holonym ($10,000,000)"
august,August,,,10000000.0,4,"Dragonfly Capital ($2,500,000); 6MV (6th Man Ventures) ($2,500,000); Foresight Ventures ($2,500,000); SCB Limited ($2,500,000)"
voltix,Voltix,,,10000000.0,1,"BLCK Labs ($10,000,000)"
spacecomputer,SpaceComputer,,,9999999.999999998,28,"HashKey Capital ($357,143); BitScale Capital ($357,143); Moonrock Capital ($357,143); CMS Holdings ($357,143); Maven 11 Capital ($357,143)"
hedra,Hedra,,,42000000.0,4,"Abstract Ventures ($11,333,333); Index Ventures ($11,333,333); a16z speedrun ($11,333,333); Andreessen Horowitz (a16z) ($8,000,000)"
ubyx,Ubyx,,,10000000.0,10,"Coinbase Ventures ($1,000,000); Galaxy ($1,000,000); Founders Fund ($1,000,000); VanEck ($1,000,000); Mirana Ventures ($1,000,000)"
playtron,Playtron,,,10000000.0,4,"Polychain Capital ($2,500,000); Samsung NEXT ($2,500,000); Circle Ventures ($2,500,000); Mysten Labs ($2,500,000)"
magne-ai,Magne.AI,,,10000000.0,4,"DuckDAO ($2,500,000); Castrum Capital ($2,500,000); Becker Ventures ($2,500,000); TB Ventures (TBV) ($2,500,000)"
straitsx,StraitsX,,,10000000.0,1,"UQPAY ($10,000,000)"
hercle,Hercle,,,60000000.0,3,"Fulgur Ventures ($25,000,000); Exponential Science ($25,000,000); F-Prime Capital ($10,000,000)"
avalon-ico,AVALON,,,9999999.999999994,21,"Coinbase Ventures ($476,190); Delphi Digital (Delphi Labs) ($476,190); Hashed ($476,190); Sanctor Capital ($476,190); LVT Capital ($476,190)"
fordefi-ico,Fordefi,,,110000000.0,3,"Paxos ($103,333,333); Electric Capital ($3,333,333); Alchemy ($3,333,333)"
parfin-ico,Parfin,,,10000000.0,3,"Framework Ventures ($3,333,333); ParaFi Capital ($3,333,333); L4 Venture Builder ($3,333,333)"
manifold-labs,Manifold Labs,,,10500000.0,8,"Digital Currency Group (DCG) ($1,312,500); OSS Capital ($1,312,500); Tobias Lutke ($1,312,500); Logan Kilpatrick ($1,312,500); Ala Shaabana ($1,312,500)"
layer2-financial,Layer2 Financial,,,10700000.0,3,"Accomplice ($3,566,667); Galaxy ($3,566,667); Sapphire Ventures ($3,566,667)"
mawari,Mawari,,,10800000.0,16,"Animoca Brands ($675,000); Blockchange Ventures ($675,000); 1kx ($675,000); Borderless Capital ($675,000); Samsung NEXT ($675,000)"
be-water,Be Water,,,10800000.0,1,"Tether ($10,800,000)"
sparkchain,SparkChain,,,10800000.0,1,"OakStone Ventures ($10,800,000)"
gte,GTE,,,25942000.0,8,"Paradigm ($15,000,000); Maven 11 Capital ($1,563,143); Robot Ventures ($1,563,143); Wintermute ($1,563,143); Flow Traders ($1,563,143)"
duelnow,DNOW,,0.0006677,11000000.0,1,"Global Emerging Markets (GEM Digital Limited) ($11,000,000)"
essential,Essential,,,10999999.999999998,7,"IOSG Ventures ($1,571,429); The Spartan Group ($1,571,429); Maven 11 Capital ($1,571,429); Amber Group ($1,571,429); Mirana Ventures ($1,571,429)"
tres-finance,Tres Finance,,,11000000.0,4,"New Form Capital ($2,750,000); Ambush Capital ($2,750,000); Faction ($2,750,000); cyber Fund ($2,750,000)"
neynar,Neynar,,,11000000.0,4,"Andreessen Horowitz (a16z) ($2,750,000); Union Square Ventures ($2,750,000); Coinbase Ventures ($2,750,000); Haun Ventures ($2,750,000)"
delta,delta,,,10999999.999999998,14,"Variant ($785,714); Delphi Ventures ($785,714); Maven 11 Capital ($785,714); Robot Ventures ($785,714); Figment Capital ($785,714)"
signalplus,SignalPlus,,,11000000.0,4,"HashKey Capital ($2,750,000); OKX Ventures ($2,750,000); AppWorks ($2,750,000); Avenir Group ($2,750,000)"
altius,Altius,,,10999999.999999998,7,"Pantera Capital ($1,571,429); Digital Currency Group (DCG) ($1,571,429); Founders Fund ($1,571,429); Amber Group ($1,571,429); Archetype ($1,571,429)"
