fund_slug,fund_name,project_slug,project_name,amount,stage,date,category,pre_valuation
skynet-trading,Skynet Trading,bitlight-labs,LIGHT,9600000,pre-Series A,2025-09-19T00:00:00Z,Infrastructure,170000000
arkstream-capital,ArkStream Capital,bitlight-labs,LIGHT,9600000,pre-Series A,2025-09-19T00:00:00Z,Infrastructure,170000000
stakez-capital,Stakez Capital,bitlight-labs,LIGHT,9600000,pre-Series A,2025-09-19T00:00:00Z,Infrastructure,170000000
amber-group,Amber Group,bitlight-labs,LIGHT,9600000,pre-Series A,2025-09-19T00:00:00Z,Infrastructure,170000000
uob-venture-management,UOB Venture Management,bitlight-labs,LIGHT,9600000,pre-Series A,2025-09-19T00:00:00Z,Infrastructure,170000000
gate-ventures,Gate Ventures,bitlight-labs,LIGHT,9600000,pre-Series A,2025-09-19T00:00:00Z,Infrastructure,170000000
side-door-ventures,Side Door Ventures,bitlight-labs,LIGHT,9600000,pre-Series A,2025-09-19T00:00:00Z,Infrastructure,170000000
hv-capital,HV Capital,bitlight-labs,LIGHT,9600000,pre-Series A,2025-09-19T00:00:00Z,Infrastructure,170000000
sudo-research,SuDo Research,bitlight-labs,LIGHT,9600000,pre-Series A,2025-09-19T00:00:00Z,Infrastructure,170000000
taisu-ventures,Taisu Ventures,bitlight-labs,LIGHT,9600000,pre-Series A,2025-09-19T00:00:00Z,Infrastructure,170000000
outliers-fund,Outliers Fund,bitlight-labs,LIGHT,9600000,pre-Series A,2025-09-19T00:00:00Z,Infrastructure,170000000
q42,Q42,bitlight-labs,LIGHT,9600000,pre-Series A,2025-09-19T00:00:00Z,Infrastructure,170000000
headline,Headline,backseat,,9690000,Funding Round,2025-06-30T00:00:00Z,Finance,96900000
east-ventures,East Ventures,backseat,,9690000,Funding Round,2025-06-30T00:00:00Z,Finance,96900000
spiral-capital,Spiral Capital,backseat,,9690000,Funding Round,2025-06-30T00:00:00Z,Finance,96900000
bitscale-capital,BitScale Capital,cicada-partners,,9700000,Pre-seed,2023-10-04T00:00:00Z,DeFi,97000000
bodhi-ventures,Bodhi Ventures,cicada-partners,,9700000,Pre-seed,2023-10-04T00:00:00Z,DeFi,97000000
shiliang-tang,Shiliang Tang,cicada-partners,,9700000,Pre-seed,2023-10-04T00:00:00Z,DeFi,97000000
choppa-capital,Choppa Capital,cicada-partners,,9700000,Pre-seed,2023-10-04T00:00:00Z,DeFi,97000000
quadrille-capital,Quadrille Capital,the-blockchain-group,,9730000,Post-IPO,2025-05-21T00:00:00Z,Finance,97300000
yves-choueifaty,Yves Choueifaty,the-blockchain-group,,9730000,Post-IPO,2025-05-21T00:00:00Z,Finance,97300000
the-spartan-group,The Spartan Group,forgotten-playland,FP,9750000,Seed Round,2024-01-29T00:00:00Z,Gaming,40000000
merit-circle,Merit Circle,forgotten-playland,FP,9750000,Seed Round,2024-01-29T00:00:00Z,Gaming,40000000
csquared-c2ventures,C2Ventures (Csquared),forgotten-playland,FP,9750000,Seed Round,2024-01-29T00:00:00Z,Gaming,40000000
paper-ventures,Paper Ventures,forgotten-playland,FP,9750000,Seed Round,2024-01-29T00:00:00Z,Gaming,40000000
nfx,NFX,alterya,,9800000,Seed Round,2024-01-01T00:00:00Z,Blockchain Service,98000000
y-combinator,Y Combinator,alterya,,9800000,Seed Round,2024-01-01T00:00:00Z,Blockchain Service,98000000
battery-ventures,Battery Ventures,alterya,,9800000,Seed Round,2024-01-01T00:00:00Z,Blockchain Service,98000000
nyca-partners,Nyca Partners,alterya,,9800000,Seed Round,2024-01-01T00:00:00Z,Blockchain Service,98000000
castle-island-ventures,Castle Island Ventures,try-your-best,,9800000,Seed Round,2022-06-02T00:00:00Z,Social,98000000
unusual-ventures,Unusual Ventures,try-your-best,,9800000,Seed Round,2022-06-02T00:00:00Z,Social,98000000
sogal-ventures,SoGal Ventures,try-your-best,,9800000,Seed Round,2022-06-02T00:00:00Z,Social,98000000
binance-labs,YZi Labs (prev Binance Labs),highstreet,HIGH,9852000,Private Round,2021-09-01T00:00:00Z,Gaming,30000000
mechanism-capital,Mechanism Capital,highstreet,HIGH,9852000,Private Round,2021-09-01T00:00:00Z,Gaming,30000000
morningstar-ventures,Morningstar Ventures,highstreet,HIGH,9852000,Private Round,2021-09-01T00:00:00Z,Gaming,30000000
shima-capital,Shima Capital,highstreet,HIGH,9852000,Private Round,2021-09-01T00:00:00Z,Gaming,30000000
genesis-block-gbv,GBV Capital,highstreet,HIGH,9852000,Private Round,2021-09-01T00:00:00Z,Gaming,30000000
panony,Panony,highstreet,HIGH,9852000,Private Round,2021-09-01T00:00:00Z,Gaming,30000000
bullperks,BullPerks,highstreet,HIGH,9852000,Private Round,2021-09-01T00:00:00Z,Gaming,30000000
animoca-brands,Animoca Brands,highstreet,HIGH,9852000,Private Round,2021-09-01T00:00:00Z,Gaming,30000000
evernew-capital,Evernew Capital,highstreet,HIGH,9852000,Private Round,2021-09-01T00:00:00Z,Gaming,30000000
huobi-ventures,HTX Ventures (previously Huobi Ventures),highstreet,HIGH,9852000,Private Round,2021-09-01T00:00:00Z,Gaming,30000000
krypital-group,Krypital Group,highstreet,HIGH,9852000,Private Round,2021-09-01T00:00:00Z,Gaming,30000000
ngc-ventures-neo-global-capital,NGC Ventures,highstreet,HIGH,9852000,Private Round,2021-09-01T00:00:00Z,Gaming,30000000
formless-capital,Formless Capital,highstreet,HIGH,9852000,Private Round,2021-09-01T00:00:00Z,Gaming,30000000
avalanche-foundation,Avalanche Foundation,highstreet,HIGH,9852000,Private Round,2021-09-01T00:00:00Z,Gaming,30000000
palm-drive-capital,Palm Drive Capital,highstreet,HIGH,9852000,Private Round,2021-09-01T00:00:00Z,Gaming,30000000
north-island-ventures,North Island Ventures,cedar-money,,9900000,Seed Round,2025-01-30T00:00:00Z,Blockchain Service,99000000
qed-investors,QED Investors,cedar-money,,9900000,Seed Round,2025-01-30T00:00:00Z,Blockchain Service,99000000
stellar-foundation,Stellar Foundation,cedar-money,,9900000,Seed Round,2025-01-30T00:00:00Z,Blockchain Service,99000000
lattice,Lattice,cedar-money,,9900000,Seed Round,2025-01-30T00:00:00Z,Blockchain Service,99000000
wischoff-ventures,Wischoff Ventures,cedar-money,,9900000,Seed Round,2025-01-30T00:00:00Z,Blockchain Service,99000000
google-cloud,Google Cloud,binancecoin,BNB,10000000,Funding Round,2024-11-12T00:00:00Z,Blockchain,100000000
sequoia-capital,Sequoia Capital,binancecoin,BNB,10000000,Series A,2017-09-01T00:00:00Z,Blockchain,100000000
limitless-crypto-investments,Limitless Crypto Investments,binancecoin,BNB,10000000,Series A,2017-09-01T00:00:00Z,Blockchain,100000000
funcity-capital,Funcity Capital,binancecoin,BNB,10000000,Series A,2017-09-01T00:00:00Z,Blockchain,100000000
black-hole-capital,Black Hole Capital,binancecoin,BNB,10000000,Series A,2017-09-01T00:00:00Z,Blockchain,100000000
gate-io,Gate.io,ton,TON,10000000,Strategic Round,2024-10-08T00:00:00Z,Blockchain,100000000
dwf-labs,DWF Labs,ton,TON,10000000,Funding Round,2022-11-17T00:00:00Z,Blockchain,100000000
web3port,Web3Port,world-liberty-financial,WLFI,10000000,Funding Round,2025-01-27T00:00:00Z,DeFi,100000000
dragonfly-capital,Dragonfly Capital,bitget-token,BGB,10000000,Funding Round,2023-04-04T00:00:00Z,CEX,100000000
ceyuan-ventures,Ceyuan Ventures,okb,OKB,10000000,Series A,2014-03-17T00:00:00Z,CEX,100000000
giant-network,Giant Network,okb,OKB,10000000,Series A,2014-03-17T00:00:00Z,CEX,100000000
mandra-capital,Mandra Capital,okb,OKB,10000000,Series A,2014-03-17T00:00:00Z,CEX,100000000
ventureslab,VenturesLab,okb,OKB,10000000,Series A,2014-03-17T00:00:00Z,CEX,100000000
preangel-fund,PreAngel Fund,okb,OKB,10000000,Series A,2014-03-17T00:00:00Z,CEX,100000000
bitget,Bitget,artificial-superintelligence-alliance,FET,10000000,Funding Round,2023-04-27T00:00:00Z,Infrastructure,100000000
blocktower-capital,Strobe (Prev. BlockTower Capital),injective-protocol,INJ,10000000,Funding Round,2021-04-01T00:00:00Z,Blockchain,100000000
binance-labs,YZi Labs (prev Binance Labs),injective-protocol,INJ,10000000,Funding Round,2021-04-01T00:00:00Z,Blockchain,100000000
hashed,Hashed,injective-protocol,INJ,10000000,Funding Round,2021-04-01T00:00:00Z,Blockchain,100000000
qcp-capital,QCP Capital,injective-protocol,INJ,10000000,Funding Round,2021-04-01T00:00:00Z,Blockchain,100000000
cadenza-capital-management,Cadenza Ventures,injective-protocol,INJ,10000000,Funding Round,2021-04-01T00:00:00Z,Blockchain,100000000
pantera-capital,Pantera Capital,injective-protocol,INJ,10000000,Funding Round,2021-04-01T00:00:00Z,Blockchain,100000000
cms-holdings-llc,CMS Holdings,injective-protocol,INJ,10000000,Funding Round,2021-04-01T00:00:00Z,Blockchain,100000000
mark-cuban,Mark Cuban,injective-protocol,INJ,10000000,Funding Round,2021-04-01T00:00:00Z,Blockchain,100000000
polychain-capital,Polychain Capital,tezos,XTZ,10000000,Early backers,2017-02-01T00:00:00Z,Blockchain,100000000
boost-vc,Boost VC,tezos,XTZ,10000000,Early backers,2017-02-01T00:00:00Z,Blockchain,100000000
bitscale-capital,BitScale Capital,tezos,XTZ,10000000,Early backers,2017-02-01T00:00:00Z,Blockchain,100000000
world-liberty-financial,World Liberty Financial,falcon-finance,USDF,10000000,Strategic Round,2025-07-30T00:00:00Z,Stablecoin,100000000
galaxy-digital,Galaxy,ignition-fbtc,FBTC,10000000,Seed Round,2025-07-15T00:00:00Z,Backed Tokens,100000000
antalpha,Antalpha,ignition-fbtc,FBTC,10000000,Seed Round,2025-07-15T00:00:00Z,Backed Tokens,100000000
mantle,Mantle,ignition-fbtc,FBTC,10000000,Seed Round,2025-07-15T00:00:00Z,Backed Tokens,100000000
dwf-labs,DWF Labs,conflux-token,CFX,10000000,Funding Round,2023-03-01T00:00:00Z,Blockchain,100000000
galaxy-digital,Galaxy,sonic-labs,S,10000000,Strategic Round,2025-05-08T00:00:00Z,Blockchain,100000000
hashed,Hashed,sonic-labs,S,10000000,Strategic Round,2024-05-23T00:00:00Z,Blockchain,100000000
signum-capital,Signum Capital,sonic-labs,S,10000000,Strategic Round,2024-05-23T00:00:00Z,Blockchain,100000000
stani-kulechov,Stani Kulechov,sonic-labs,S,10000000,Strategic Round,2024-05-23T00:00:00Z,Blockchain,100000000
fernando-martinelli,Fernando Martinelli,sonic-labs,S,10000000,Strategic Round,2024-05-23T00:00:00Z,Blockchain,100000000
sam-kazemian,Sam Kazemian,sonic-labs,S,10000000,Strategic Round,2024-05-23T00:00:00Z,Blockchain,100000000
robert-leshner,Robert Leshner,sonic-labs,S,10000000,Strategic Round,2024-05-23T00:00:00Z,Blockchain,100000000
michael-egorov,Michael Egorov,sonic-labs,S,10000000,Strategic Round,2024-05-23T00:00:00Z,Blockchain,100000000
softbank,SoftBank,sonic-labs,S,10000000,Strategic Round,2024-05-23T00:00:00Z,Blockchain,100000000
uob-venture-management,UOB Venture Management,sonic-labs,S,10000000,Strategic Round,2024-05-23T00:00:00Z,Blockchain,100000000
tarun-chitra,Tarun Chitra,sonic-labs,S,10000000,Strategic Round,2024-05-23T00:00:00Z,Blockchain,100000000
aave-ventures,Aave Ventures,sonic-labs,S,10000000,Strategic Round,2024-05-23T00:00:00Z,Blockchain,100000000
cypher-capital-group,Cypher Capital Group,falcon-stable,FF,10000000,Strategic Round,2025-10-09T00:00:00Z,DEX,100000000
m2,M2,falcon-stable,FF,10000000,Strategic Round,2025-10-09T00:00:00Z,DEX,100000000
world-liberty-financial,World Liberty Financial,falcon-stable,FF,10000000,Strategic Investment,2025-07-30T00:00:00Z,DEX,100000000
andre-cronje,Andre Cronje,instadapp,FLUID,10000000,Series A,2021-06-11T00:00:00Z,DeFi,100000000
standard-crypto,Standard Crypto,instadapp,FLUID,10000000,Series A,2021-06-11T00:00:00Z,DeFi,100000000
three-arrows-capital,Three Arrows Capital,dydx,DYDX,10000000,Series B,2021-01-26T00:00:00Z,DEX,100000000
polychain-capital,Polychain Capital,dydx,DYDX,10000000,Series B,2021-01-26T00:00:00Z,DEX,100000000
hashed,Hashed,dydx,DYDX,10000000,Series B,2021-01-26T00:00:00Z,DEX,100000000
wintermute,Wintermute,dydx,DYDX,10000000,Series B,2021-01-26T00:00:00Z,DEX,100000000
defiance-capital,DeFiance Capital,dydx,DYDX,10000000,Series B,2021-01-26T00:00:00Z,DEX,100000000
scalar-capital,Scalar Capital,dydx,DYDX,10000000,Series B,2021-01-26T00:00:00Z,DEX,100000000
bain-capital,Bain Capital Ventures,dydx,DYDX,10000000,Series A,2018-10-19T18:00:00Z,DEX,100000000
a16z-andreessen-horowitz,Andreessen Horowitz (a16z),dydx,DYDX,10000000,Series A,2018-10-19T18:00:00Z,DEX,100000000
1confirmation,1confirmation,dydx,DYDX,10000000,Series A,2018-10-19T18:00:00Z,DEX,100000000
polychain-capital,Polychain Capital,dydx,DYDX,10000000,Series A,2018-10-19T18:00:00Z,DEX,100000000
naval-ravikant,Naval Ravikant,dydx,DYDX,10000000,Series A,2018-10-19T18:00:00Z,DEX,100000000
fred-ehrsam,Fred Ehrsam,dydx,DYDX,10000000,Series A,2018-10-19T18:00:00Z,DEX,100000000
craft-ventures,Craft Ventures,dydx,DYDX,10000000,Series A,2018-10-19T18:00:00Z,DEX,100000000
vy-capital,Vy Capital,dydx,DYDX,10000000,Series A,2018-10-19T18:00:00Z,DEX,100000000
elad-gil,Elad Gil,dydx,DYDX,10000000,Series A,2018-10-19T18:00:00Z,DEX,100000000
dragonfly-capital,Dragonfly Capital,dydx,DYDX,10000000,Series A,2018-10-19T18:00:00Z,DEX,100000000
kindred-ventures,Kindred Ventures,dydx,DYDX,10000000,Series A,2018-10-19T18:00:00Z,DEX,100000000
abstract-ventures,Abstract Ventures,dydx,DYDX,10000000,Series A,2018-10-19T18:00:00Z,DEX,100000000
polychain-capital,Polychain Capital,grass,GRASS,10000000,Funding Round,2025-10-07T00:00:00Z,Artificial Intelligence (AI),100000000
tribe-capital,Tribe Capital,grass,GRASS,10000000,Funding Round,2025-10-07T00:00:00Z,Artificial Intelligence (AI),100000000
dwf-labs,DWF Labs,velo,VELO,10000000,Funding Round,2023-11-10T00:00:00Z,Finance,100000000
dwf-labs,DWF Labs,velo,VELO,10000000,Funding Round,2023-06-26T00:00:00Z,Finance,100000000
fenbushi-capital,Fenbushi Capital,astar,ASTR,10000000,Venture Round 2,2021-06-11T00:00:00Z,Layer-2,100000000
hypersphere-ventures,Hypersphere Ventures,astar,ASTR,10000000,Venture Round 2,2021-06-11T00:00:00Z,Layer-2,100000000
gumi-cryptos-capital,gumi Cryptos Capital,astar,ASTR,10000000,Venture Round 2,2021-06-11T00:00:00Z,Layer-2,100000000
dwf-labs,DWF Labs,alchemy-pay,ACH,10000000,Funding Round,2023-04-03T00:00:00Z,Infrastructure,400000000
polychain-capital,Polychain Capital,space-id,ID,10000000,Strategic Round,2023-02-07T00:00:00Z,Blockchain Service,125000000
dao5,dao5,space-id,ID,10000000,Strategic Round,2023-02-07T00:00:00Z,Blockchain Service,125000000
okx-ventures,OKX Ventures,mocaverse,MOCA,10000000,Funding Round,2024-11-12T00:00:00Z,NFT,100000000
kingsway-capital,Kingsway Capital,mocaverse,MOCA,10000000,Funding Round,2024-11-12T00:00:00Z,NFT,100000000
republic,Republic,mocaverse,MOCA,10000000,Funding Round,2024-11-12T00:00:00Z,NFT,100000000
sequoia-capital-china,HongShan (ex-Sequoia China),mocaverse,MOCA,10000000,Funding Round,2024-11-12T00:00:00Z,NFT,100000000
cmcc-global,CMCC Global,mocaverse,MOCA,10000000,Funding Round,2024-11-12T00:00:00Z,NFT,100000000
decima,Decima,mocaverse,MOCA,10000000,Funding Round,2024-11-12T00:00:00Z,NFT,100000000
coinfund,CoinFund,irys,IRYS,10000000,Strategic Round,2025-08-21T00:00:00Z,Infrastructure,100000000
hypersphere-ventures,Hypersphere Ventures,irys,IRYS,10000000,Strategic Round,2025-08-21T00:00:00Z,Infrastructure,100000000
breed,Breed,irys,IRYS,10000000,Strategic Round,2025-08-21T00:00:00Z,Infrastructure,100000000
wagmi-ventures,WAGMI Ventures,irys,IRYS,10000000,Strategic Round,2025-08-21T00:00:00Z,Infrastructure,100000000
echo,echo,irys,IRYS,10000000,Strategic Round,2025-08-21T00:00:00Z,Infrastructure,100000000
tykhe-ventures,Tykhe Ventures,irys,IRYS,10000000,Strategic Round,2025-08-21T00:00:00Z,Infrastructure,100000000
varrock,Varrock,irys,IRYS,10000000,Strategic Round,2025-08-21T00:00:00Z,Infrastructure,100000000
sv-angel,SV Angel,plume-network,PLUME,10000000,Seed Round,2024-05-23T00:00:00Z,Blockchain,100000000
galaxy-digital,Galaxy,plume-network,PLUME,10000000,Seed Round,2024-05-23T00:00:00Z,Blockchain,100000000
a_capital,a_capital,plume-network,PLUME,10000000,Seed Round,2024-05-23T00:00:00Z,Blockchain,100000000
reciprocal-ventures,Reciprocal Ventures,plume-network,PLUME,10000000,Seed Round,2024-05-23T00:00:00Z,Blockchain,100000000
calvin-liu,Calvin Liu,plume-network,PLUME,10000000,Seed Round,2024-05-23T00:00:00Z,Blockchain,100000000
haun-ventures,Haun Ventures,plume-network,PLUME,10000000,Seed Round,2024-05-23T00:00:00Z,Blockchain,100000000
superscrypt,Superscrypt,plume-network,PLUME,10000000,Seed Round,2024-05-23T00:00:00Z,Blockchain,100000000
portal-ventures,Portal Ventures,plume-network,PLUME,10000000,Seed Round,2024-05-23T00:00:00Z,Blockchain,100000000
andrew-kang,Andrew Kang,plume-network,PLUME,10000000,Seed Round,2024-05-23T00:00:00Z,Blockchain,100000000
uob-venture-management,UOB Venture Management,fantom,FTM,10000000,Strategic Round,2024-05-23T00:00:00Z,Blockchain,100000000
tarun-chitra,Tarun Chitra,fantom,FTM,10000000,Strategic Round,2024-05-23T00:00:00Z,Blockchain,100000000
aave-ventures,Aave Ventures,fantom,FTM,10000000,Strategic Round,2024-05-23T00:00:00Z,Blockchain,100000000
hashed,Hashed,fantom,FTM,10000000,Strategic Round,2024-05-23T00:00:00Z,Blockchain,100000000
signum-capital,Signum Capital,fantom,FTM,10000000,Strategic Round,2024-05-23T00:00:00Z,Blockchain,100000000
stani-kulechov,Stani Kulechov,fantom,FTM,10000000,Strategic Round,2024-05-23T00:00:00Z,Blockchain,100000000
fernando-martinelli,Fernando Martinelli,fantom,FTM,10000000,Strategic Round,2024-05-23T00:00:00Z,Blockchain,100000000
sam-kazemian,Sam Kazemian,fantom,FTM,10000000,Strategic Round,2024-05-23T00:00:00Z,Blockchain,100000000
robert-leshner,Robert Leshner,fantom,FTM,10000000,Strategic Round,2024-05-23T00:00:00Z,Blockchain,100000000
michael-egorov,Michael Egorov,fantom,FTM,10000000,Strategic Round,2024-05-23T00:00:00Z,Blockchain,100000000
softbank,SoftBank,fantom,FTM,10000000,Strategic Round,2024-05-23T00:00:00Z,Blockchain,100000000
digital-currency-group-dcg,Digital Currency Group (DCG),ssv-network,SSV,10000000,Venture Round,2022-02-08T00:00:00Z,Liquid Staking Protocols,100000000
okx-ventures,OKX Ventures,ssv-network,SSV,10000000,Venture Round,2022-02-08T00:00:00Z,Liquid Staking Protocols,100000000
amber-group,Amber Group,ssv-network,SSV,10000000,Venture Round,2022-02-08T00:00:00Z,Liquid Staking Protocols,100000000
lead,LEAD,ssv-network,SSV,10000000,Venture Round,2022-02-08T00:00:00Z,Liquid Staking Protocols,100000000
coinbase-ventures,Coinbase Ventures,ssv-network,SSV,10000000,Venture Round,2022-02-08T00:00:00Z,Liquid Staking Protocols,100000000
gate-io,Gate.io,ssv-network,SSV,10000000,Venture Round,2022-02-08T00:00:00Z,Liquid Staking Protocols,100000000
continue-capital,Continue Capital,iostoken,IOST,10000000,Venture Round,2023-04-04T12:00:00Z,Blockchain,100000000
bitvalue-capital,BitValue Capital,iostoken,IOST,10000000,Venture Round,2023-04-04T12:00:00Z,Blockchain,100000000
bitvalue-capital,BitValue Capital,iostoken,IOST,10000000,Funding Round,,Blockchain,100000000
dwf-labs,DWF Labs,orbs,ORBS,10000000,Range Token Round,2023-03-14T00:00:00Z,Infrastructure,100000000
three-arrows-capital,Three Arrows Capital,woo-network,WOO,10000000,Seed Round,2019-07-01T00:00:00Z,CEX,114000000
dragonfly-capital,Dragonfly Capital,woo-network,WOO,10000000,Seed Round,2019-07-01T00:00:00Z,CEX,114000000
iosg-ventures,IOSG Ventures,woo-network,WOO,10000000,Seed Round,2019-07-01T00:00:00Z,CEX,114000000
genesis-block-gbv,GBV Capital,woo-network,WOO,10000000,Seed Round,2019-07-01T00:00:00Z,CEX,114000000
fenbushi-capital,Fenbushi Capital,woo-network,WOO,10000000,Seed Round,2019-07-01T00:00:00Z,CEX,114000000
snz-holding,SNZ Holding,woo-network,WOO,10000000,Seed Round,2019-07-01T00:00:00Z,CEX,114000000
evernew-capital,Evernew Capital,woo-network,WOO,10000000,Seed Round,2019-07-01T00:00:00Z,CEX,114000000
vector-capital,Vector Capital,woo-network,WOO,10000000,Seed Round,2019-07-01T00:00:00Z,CEX,114000000
binance-labs,YZi Labs (prev Binance Labs),project-galaxy,GAL,10000000,Growth Backer Round 1,2021-12-01T00:00:00Z,NFT,100000000
multicoin-capital,Multicoin Capital,project-galaxy,GAL,10000000,Growth Backer Round 1,2021-12-01T00:00:00Z,NFT,100000000
shima-capital,Shima Capital,project-galaxy,GAL,10000000,Growth Backer Round 1,2021-12-01T00:00:00Z,NFT,100000000
6th-man-ventures,6MV (6th Man Ventures),project-galaxy,GAL,10000000,Growth Backer Round 1,2021-12-01T00:00:00Z,NFT,100000000
coinbase-ventures,Coinbase Ventures,project-galaxy,GAL,10000000,Growth Backer Round 1,2021-12-01T00:00:00Z,NFT,100000000
sfermion,Sfermion,project-galaxy,GAL,10000000,Growth Backer Round 1,2021-12-01T00:00:00Z,NFT,100000000
dragonfly-capital,Dragonfly Capital,project-galaxy,GAL,10000000,Growth Backer Round 1,2021-12-01T00:00:00Z,NFT,100000000
blockchain-capital,Blockchain Capital,project-galaxy,GAL,10000000,Growth Backer Round 1,2021-12-01T00:00:00Z,NFT,100000000
jump-capital,Jump Capital,project-galaxy,GAL,10000000,Growth Backer Round 1,2021-12-01T00:00:00Z,NFT,100000000
republic-capital,Republic Capital,project-galaxy,GAL,10000000,Growth Backer Round 1,2021-12-01T00:00:00Z,NFT,100000000
solana-ventures,Solana Ventures,project-galaxy,GAL,10000000,Growth Backer Round 1,2021-12-01T00:00:00Z,NFT,100000000
injective-protocol,Injective Protocol,project-galaxy,GAL,10000000,Growth Backer Round 1,2021-12-01T00:00:00Z,NFT,100000000
evernew-capital,Evernew Capital,project-galaxy,GAL,10000000,Growth Backer Round 1,2021-12-01T00:00:00Z,NFT,100000000
hashkey-capital,HashKey Capital,project-galaxy,GAL,10000000,Growth Backer Round 1,2021-12-01T00:00:00Z,NFT,100000000
the-spartan-group,The Spartan Group,project-galaxy,GAL,10000000,Growth Backer Round 1,2021-12-01T00:00:00Z,NFT,100000000
draper-dragon,Draper Dragon,project-galaxy,GAL,10000000,Growth Backer Round 1,2021-12-01T00:00:00Z,NFT,100000000
cultur3-capital,Cultur3 Capital,project-galaxy,GAL,10000000,Growth Backer Round 1,2021-12-01T00:00:00Z,NFT,100000000
alameda-research,Alameda Research,project-galaxy,GAL,10000000,Growth Backer Round 1,2021-12-01T00:00:00Z,NFT,100000000
hard-yaka,Hard Yaka,project-galaxy,GAL,10000000,Growth Backer Round 1,2021-12-01T00:00:00Z,NFT,100000000
zee-prime-capital,Zee Prime Capital,project-galaxy,GAL,10000000,Growth Backer Round 1,2021-12-01T00:00:00Z,NFT,100000000
divergence-ventures,Divergence Ventures,project-galaxy,GAL,10000000,Growth Backer Round 1,2021-12-01T00:00:00Z,NFT,100000000
iosg-ventures,IOSG Ventures,project-galaxy,GAL,10000000,Growth Backer Round 1,2021-12-01T00:00:00Z,NFT,100000000
smrti-lab,Smrti Lab,cyberconnect,CYBER,10000000,Seed Funding (Equity+SAFT),2021-11-01T00:00:00Z,Blockchain Service,100000000
zoo-capital,Zoo Capital,cyberconnect,CYBER,10000000,Seed Funding (Equity+SAFT),2021-11-01T00:00:00Z,Blockchain Service,100000000
multicoin-capital,Multicoin Capital,cyberconnect,CYBER,10000000,Seed Funding (Equity+SAFT),2021-11-01T00:00:00Z,Blockchain Service,100000000
hashed,Hashed,cyberconnect,CYBER,10000000,Seed Funding (Equity+SAFT),2021-11-01T00:00:00Z,Blockchain Service,100000000
sky9,Sky9,cyberconnect,CYBER,10000000,Seed Funding (Equity+SAFT),2021-11-01T00:00:00Z,Blockchain Service,100000000
draper-dragon,Draper Dragon,cyberconnect,CYBER,10000000,Seed Funding (Equity+SAFT),2021-11-01T00:00:00Z,Blockchain Service,100000000
animoca-brands,Animoca Brands,cyberconnect,CYBER,10000000,Seed Funding (Equity+SAFT),2021-11-01T00:00:00Z,Blockchain Service,100000000
mask-network,Mask Network,cyberconnect,CYBER,10000000,Seed Funding (Equity+SAFT),2021-11-01T00:00:00Z,Blockchain Service,100000000
framework-ventures,Framework Ventures,illuvium,ILV,10000000,Funding Round,2023-05-31T00:00:00Z,Gaming,100000000
binance-labs,YZi Labs (prev Binance Labs),lista-dao,LISTA,10000000,Funding Round,2023-08-11T00:00:00Z,Liquid Staking Protocols,100000000
keychain-capital,KeyChain Capital,moonwell-artemis,WELL,10000000,Private Round,2022-03-01T00:00:00Z,Lending Platform,87500000
arrington-xrp-arrington-capital,Arrington Capital,moonwell-artemis,WELL,10000000,Private Round,2022-03-01T00:00:00Z,Lending Platform,87500000
hypersphere-ventures,Hypersphere Ventures,moonwell-artemis,WELL,10000000,Private Round,2022-03-01T00:00:00Z,Lending Platform,87500000
fmfw-io-previously-bitcoin-com,FMFW,moonwell-artemis,WELL,10000000,Private Round,2022-03-01T00:00:00Z,Lending Platform,87500000
woodstock-fund,Woodstock Fund,moonwell-artemis,WELL,10000000,Private Round,2022-03-01T00:00:00Z,Lending Platform,87500000
lemniscap,Lemniscap,moonwell-artemis,WELL,10000000,Private Round,2022-03-01T00:00:00Z,Lending Platform,87500000
signum-capital,Signum Capital,moonwell-artemis,WELL,10000000,Private Round,2022-03-01T00:00:00Z,Lending Platform,87500000
robot-ventures,Robot Ventures,moonwell-artemis,WELL,10000000,Private Round,2022-03-01T00:00:00Z,Lending Platform,87500000
mirana-ventures,Mirana Ventures,moonwell-artemis,WELL,10000000,Private Round,2022-03-01T00:00:00Z,Lending Platform,87500000
csquared-c2ventures,C2Ventures (Csquared),moonwell-artemis,WELL,10000000,Private Round,2022-03-01T00:00:00Z,Lending Platform,87500000
uob-venture-management,UOB Venture Management,moonwell-artemis,WELL,10000000,Private Round,2022-03-01T00:00:00Z,Lending Platform,87500000
animoca-brands,Animoca Brands,mind-network,FHE,10000000,pre-Series A,2024-09-26T00:00:00Z,Blockchain Service,100000000
master-ventures,MV Global,mind-network,FHE,10000000,pre-Series A,2024-09-26T00:00:00Z,Blockchain Service,100000000
arkstream-capital,ArkStream Capital,mind-network,FHE,10000000,pre-Series A,2024-09-26T00:00:00Z,Blockchain Service,100000000
mr-block,Mr. Block,mind-network,FHE,10000000,pre-Series A,2024-09-26T00:00:00Z,Blockchain Service,100000000
mh-ventures,MH Ventures,mind-network,FHE,10000000,pre-Series A,2024-09-26T00:00:00Z,Blockchain Service,100000000
swissborg-ventures,SwissBorg Ventures,mind-network,FHE,10000000,pre-Series A,2024-09-26T00:00:00Z,Blockchain Service,100000000
cogitent-ventures,Cogitent Ventures,mind-network,FHE,10000000,pre-Series A,2024-09-26T00:00:00Z,Blockchain Service,100000000
