name,slug,category,market_cap,price,total_raised,rounds_count
,legend-trade,Gaming,,,1500000,1
,zeni,Blockchain Service,,,1500000,1
,mu-digital,Blockchain Service,,,1500000,1
,metaoasis-dao-ico,,,,1500000,1
,zapper-ico,,,,1500000,2
,koin-x-ico,,,,1500000,1
,bitski-ico,,,,1500000,3
,alty-ico,,,,1500000,1
,renft-ico,,,,1500000,2
,rtfkt-studios-ico,,,,1500000,2
,draup-ico,,,,1500000,1
CDX,cardax-ico,,,,1500000,3
,tinytap-ico,,,,1500000,3
CG,cosmic-guild-ico,,,,1500000,2
,utopia-labs-ico,,,,1500000,2
,landvault-ex-admix-ico,,,,1500000,5
,unlockit,Finance,,,1520000,1
BKC,facts,Gate.io Launchpad,,,1539000,2
FST,futureswap,Perpetual,,,1550000,2
,ledn,Finance,,,1550000,4
TAP (BITCOIN),tap-protocol,Infrastructure,,,1552320,4
,accrue,Infrastructure,,,1580000,1
GEAR,gearbox-protocol,Lending Platform,,,1585000,3
FUTR,futurent-ico,,,,1585000,1
XRT,robonomics-network,IOT,,,1590000,1
S,sonic-labs,Blockchain,,,1600000,6
FTM,fantom,Blockchain,,,1600000,5
BOB,bob-build-on-bitcoin,Layer-2,,,1600000,3
VEE,blockv,Media,,,1600000,2
SKYA,sekuya-2,Gaming,,,1600000,1
NLK,nulink-2,Zero Knowledge,,,1600000,3
LINA,lina,Blockchain Service,,,1600000,1
DGE,darleygo-essence,Gaming,,,1600000,1
IMGNAI,imgnai,Trading Bot,,,1600000,1
,proxy-2,Blockchain Service,,,1600000,3
,pimlico,Infrastructure,,,1600000,2
,ethxy,Gaming,,,1600000,1
,clave,Blockchain Service,,,1600000,1
GULL,gull-network,Infrastructure,,,1600000,1
,xoob,Gaming,,,1600000,1
PLAY,the-ready-games,Gaming,,,1600000,4
,gashawk,Ethereum Ecosystem,,,1600000,1
,fission-labs,DeFi,,,1600000,1
,propine,Finance,,,1600000,1
,stoffel-mpc,Blockchain Service,,,1600000,1
,mirage-protocol,DeFi,,,1600000,1
,bloom-2,Social,,,1600000,1
,hedgehog-ico,,,,1600000,2
,januar,Finance,,,1620000,2
HEGIC,hegic,DeFi,,,1626485,2
OMNI,omni-network,Blockchain,,,1638000,2
,nfteye-ico,,,,1650000,1
,coinsilium-group,Finance,,,1660000,4
BOTTO,botto,NFT,,,1670000,1
ZKB,zkspace,Cryptocurrency,,,1675000,1
BAY,marina-protocol,Blockchain Service,,,1680000,1
A1X,ai-nexus,Social,,,1680000,1
GS,gammaswap,Perpetual,,,1700000,1
RAI,rai,Backed Tokens,,,1700000,2
FLX,reflexer-ungovernance-token,DeFi,,,1700000,2
HLG,holograph,NFT,,,1700000,3
UDT,unlock-protocol,xDAI Ecosystem,,,1700000,2
DFH,defihorse,Metaverse,,,1700000,2
,radius,DeFi,,,1700000,2
,silence-laboratories,Infrastructure,,,1700000,2
,uncharted,Gaming,,,1700000,1
,assisterr,Infrastructure,,,1700000,2
,hermetica,DeFi,,,1700000,1
,krnl,Infrastructure,,,1700000,1
,uranium-digital,DeFi,,,1700000,2
,hamilton,DeFi,,,1700000,1
,betterx,Infrastructure,,,1700000,1
,sats-terminal,DEX,,,1700000,1
,dunamu,Finance,,,1700000,4
,paragraph-ico,,,,1700000,2
,nftperp-ico,,,,1700000,2
AMPL,ampleforth,Algorithmic Stablecoins,,,1750000,3
,kinetiq,DeFi,,,1750000,1
RARI,rarible,NFT,,,1750000,2
MNRY,moonray,Gaming,,,1750000,3
NPM,neptune-mutual,Insurance,,,1750000,3
,farworld,Gaming,,,1750000,1
,ethos-network,Social,,,1750000,1
,trendies,Social,,,1750000,1
,brkt,DeFi,,,1750000,1
SOL,solana,Blockchain,,,1760000,6
UNI,uniswap,DEX,,,1800000,3
OCEAN,ocean-protocol,Storage,,,1800000,5
PIKA,pika-protocol,Perpetual,,,1800000,2
UBT,unibright,Infrastructure,,,1800000,2
SQT,subquery-network,Web 3.0,,,1800000,3
ERA,era7,PancakeSwap IDO,,,1800000,1
Affine,affine,Liquid Staking Protocols,,,1800000,3
,0xpass,Blockchain Service,,,1800000,1
INTX,intentx,DEX,,,1800000,2
,ethosx,DeFi,,,1800000,1
,lambda-finance,Stablecoin,,,1800000,1
,gamic,Social,,,1800000,1
ZRS,zaros,DEX,,,1800000,1
,surge-2,Infrastructure,,,1800000,1
,herd,Blockchain Service,,,1800000,1
,firefish,Finance,,,1800000,1
,embr-fun,Meme,,,1800000,1
,cicada-finance,DeFi,,,1800000,1
,dynamite-blockchain,Blockchain Service,,,1800000,1
,kresko-ico,,,,1800000,2
ANIM,animalia,Play to Earn,,,1826160,2
RSS3,rss3,Infrastructure,,,1840000,3
AEVO,aevo-dex,DEX,,,1850000,3
COMBO,furucombo,DeFi,,,1850000,1
,quantamm,DeFi,,,1850000,1
,hyve-da,Blockchain Service,,,1850000,2
CHILL,chillchat-ico,,,,1850000,2
,bitso-ico,,,,1850000,4
SHR,sharering,,,,1860000,4
GARD,hashgard,Cosmos Ecosystem,,,1872000,1
MPC,partisia-blockchain,Blockchain Service,,,1890605,9
DEXE,dexe,DeFi,,,1896911,1
EGLD,multivers-x,Blockchain,,,1900000,1
XRD,radix,Blockchain,,,1900000,4
STREAM,streamflow,Blockchain Service,,,1900000,2
LDN,ludena-protocol,,,,1900000,1
TEMP,tempus,AMM,,,1900000,3
BABL,babylon-finance,DeFi,,,1900000,1
,nestcoin,Blockchain Service,,,1900000,2
,watches,Social,,,1900000,1
,buildbear,Infrastructure,,,1900000,1
,cap-3,DeFi,,,1900000,2
,ranger,DEX,,,1900000,1
,coin-metrics,Blockchain Service,,,1900000,5
SEELE,seele,Protocol,,,1936000,2
FTT,ftx-token,CEX,,,1960000,3
WRU,wayru-ico,,,,1960000,1
SWEAT,sweat-economy,Wallet,,,1995000,3
MOC,mossland,,,,1999956,3
CRV,curve-dao-token,DEX,,,2000000,2
LDO,lido-dao,DeFi,,,2000000,4
ZRO,layerzero,Blockchain Service,,,2000000,5
RAY,raydium,DeFi,,,2000000,1
ZK,zksync,Layer-2,,,2000000,5
ZORA,zora-crypto,Layer-2,,,2000000,3
RSR,reserve-rights-token,DeFi,,,2000000,3
DYDX,dydx,DEX,,,2000000,4
VELO,velo,Finance,,,2000000,3
VANA,vana,Artificial Intelligence (AI),,,2000000,3
OM,mantra-dao,Modular Blockchain,,,2000000,4
HOME,home,DeFi,,,2000000,2
BDCA,bitdca,Blockchain Service,,,2000000,1
BAND,band-protocol,Oracle,,,2000000,3
CHR,chromaway,Blockchain,,,2000000,2
CLO,yei-finance,DeFi,,,2000000,1
DEP,deapcoin,Gaming,,,2000000,3
SFI,saffron-finance,DeFi,,,2000000,1
SAGA,saga-2,Blockchain,,,2000000,3
RSC,researchcoin,Education,,,2000000,2
NAVX,navi-protocol,DeFi,,,2000000,1
SEND,suilend,Lending Platform,,,2000000,2
ARENA,the-arena,Social,,,2000000,1
AIN,infinity-ground,Blockchain Service,,,2000000,1
QUAI,quai-network,Blockchain,,,2000000,3
AOP,ark-of-panda,Gaming,,,2000000,2
BZZ,swarm-bzz,Privacy Coin,,,2000000,3
BOX,debox,Social,,,2000000,1
42,semantic-layer,Infrastructure,,,2000000,2
MAIGA,maiga-ai,DeFi,,,2000000,1
WXT,wirex,OKX Launchpad,,,2000000,5
PUBLIC,publicai,Big Data,,,2000000,2
ROAM,metablox-2,DePIN,,,2000000,2
SPARKLET,upland,Gaming,,,2000000,3
SOGNI,sogni-ai,Artificial Intelligence (AI),,,2000000,1
SWISE,stakewise,Liquid Staking Protocols,,,2000000,1
HEU,heurist,DePIN,,,2000000,1
ZFI,zyfi,Blockchain Service,,,2000000,1
EXA,exa,DeFi,,,2000000,3
MORE,moonveil,Gaming,,,2000000,3
AMB,airdao,Blockchain,,,2000000,2
AMI,amnis-finance,Liquid Staking Protocols,,,2000000,1
G3,gam3sgg,Gaming,,,2000000,2
RIDE,holoride,,,,2000000,3
XCV,xcarnival,NFT,,,2000000,1
ZCN,0chain,Storage,,,2000000,3
SWAN,swan-chain,DePIN,,,2000000,2
SHARDS,shards-protocol,Social,,,2000000,1
NRV,nerve-finance,DeFi,,,2000000,1
MTP,multiple-network,Infrastructure,,,2000000,1
SALD,salad-ventures,Gaming,,,2000000,2
HOLD,holdstation,DeFi,,,2000000,1
WATER,waterfall-protocol,Infrastructure,,,2000000,2
CELA,cellula,Gaming,,,2000000,1
BALL,bitball-2,Gaming,,,2000000,1
PIXFI,pixelverse-2,Gaming,,,2000000,2
PHI,phi,NFT,,,2000000,1
MINE,runemine,Infrastructure,,,2000000,1
HDAO,hyperdao,DEX,,,2000000,1
WGRT,waykichain-governance-coin,OKX Launchpad,,,2000000,2
XTK,xtoken,DeFi,,,2000000,1
USF,unslashed-finance,DeFi,,,2000000,1
SARCO,sarcophagus,,,,2000000,2
KOL,kollect,NFT,,,2000000,1
FDT,fiat-dao-token,DeFi,,,2000000,1
PEEL,meta-apes-peel,PancakeSwap IDO,,,2000000,1
PARA,parallel-finance,Lending Platform,,,2000000,4
LSD,lsdx-finance,Liquid Staking Protocols,,,2000000,1
ZZZ,gosleep,Gaming,,,2000000,1
FMB,flappy-moonbird,Gaming,,,2000000,2
,cookbook,Blockchain Service,,,2000000,1
,zkme,Blockchain Service,,,2000000,2
Bracket Labs,bracket-labs,DeFi,,,2000000,1
,alloyx,Lending Platform,,,2000000,1
Dune,dune-analytics,Blockchain Service,,,2000000,3
,ion-protocol,DeFi,,,2000000,2
,vip3,Social,,,2000000,1
,jk-labs,Social,,,2000000,2
,buidlerdao,Social,,,2000000,1
,tako-protocol,Social,,,2000000,1
,helix-2,DeFi,,,2000000,1
,layer-n,Infrastructure,,,2000000,2
NEXG,nexgami,Gaming,,,2000000,2
,kino,Blockchain Service,,,2000000,1
,vaas,Blockchain Service,,,2000000,2
,kana-labs,DeFi,,,2000000,1
,artifact-lab,Gaming,,,2000000,1
,web3labs,Social,,,2000000,1
,web3auth,Web 3.0,,,2000000,2
,kodiak-2,DeFi,,,2000000,1
,sphinx,Blockchain Service,,,2000000,1
,satoshi-protocol,DeFi,,,2000000,1
,spotlight,Social,,,2000000,1
,ord-io,NFT,,,2000000,1
,runes-dex,DEX,,,2000000,1
,tradetogether,Finance,,,2000000,1
,moso,Social,,,2000000,1
,metale-protocol,Social,,,2000000,2
,crestal,Infrastructure,,,2000000,1
,ambient-network,DePIN,,,2000000,1
,infstones,Blockchain Service,,,2000000,4
,focus-tree,Social,,,2000000,1
,starpower,Blockchain Service,,,2000000,2
,zerion,Wallet,,,2000000,3
,monkeybit,Gaming,,,2000000,1
,thirdfi,Blockchain Service,,,2000000,1
,kuru,DeFi,,,2000000,2
,layerpixel,Blockchain Service,,,2000000,1
,we-rich,DeFi,,,2000000,1
,elmnts,DeFi,,,2000000,1
,basedvc,DeFi,,,2000000,1
,gummi,DeFi,,,2000000,1
,nexus-interactive,Gaming,,,2000000,1
,legion,Blockchain Service,,,2000000,2
,parlay,Launchpad,,,2000000,1
,socket,Infrastructure,,,2000000,3
,puntored,Finance,,,2000000,1
,vibes,Gaming,,,2000000,1
,bool-network,Infrastructure,,,2000000,1
,nametag,Blockchain Service,,,2000000,1
,helix-labs,DeFi,,,2000000,1
,ppking,DeFi,,,2000000,1
,flappy-bird,Gaming,,,2000000,1
ZAAR,ordzaar,NFT,,,2000000,1
,sparkball,Gaming,,,2000000,1
,craftt,Blockchain Service,,,2000000,1
,gamebeast,Gaming,,,2000000,2
,gabby-world,Gaming,,,2000000,1
,public,CEX,,,2000000,6
,hivera,Infrastructure,,,2000000,2
,beratone,Gaming,,,2000000,1
,depin-dao-2,Infrastructure,,,2000000,1
,zoo-finance,DeFi,,,2000000,2
,minionlab,Blockchain Service,,,2000000,1
,printr,Launchpad,,,2000000,2
,fomo-2,DeFi,,,2000000,2
,aegis-2,DeFi,,,2000000,1
,soluna-2,Blockchain Service,,,2000000,5
,p2p-me,Blockchain Service,,,2000000,1
,winefi,Blockchain Service,,,2000000,1
,codeant-ai,Blockchain Service,,,2000000,1
ACU,acurast,Blockchain Service,,,2000000,4
,alph-ai,Blockchain Service,,,2000000,1
,neutral-trade,DeFi,,,2000000,1
,ainx,Blockchain Service,,,2000000,1
,orange-cap-games,Gaming,,,2000000,2
,football-fun,Gaming,,,2000000,1
,bitvault,DeFi,,,2000000,1
,sphinx-protocol,Blockchain,,,2000000,1
UN,unich,Finance,,,2000000,1
,crystalfall,Gaming,,,2000000,1
,bayes-market,DeFi,,,2000000,1
,lys-labs,Infrastructure,,,2000000,2
,gigaverse,Gaming,,,2000000,1
,shield-xyz,Blockchain Service,,,2000000,2
,elliptic,Blockchain Service,,,2000000,5
,hela-labs,Blockchain Service,,,2000000,1
,rhuna,Blockchain Service,,,2000000,1
,ferra,DEX,,,2000000,1
,dare-market,Social,,,2000000,1
,kotani,Finance,,,2000000,1
DEEP,deepnode-ai,Infrastructure,,,2000000,2
,pheasant-network,Infrastructure,,,2000000,1
,abra-ico,Wallet,,,2000000,5
,risc-zero-ico,Infrastructure,,,2000000,3
,kolibrio-ico,,,,2000000,1
,vauld-ico,,,,2000000,2
CODX,codex-protocol-ico,,,,2000000,2
,polybase-ico,,,,2000000,1
,paradise-tycoon-ico,,,,2000000,1
,cozy-finance-ico,,,,2000000,1
,amberdata-ico,,,,2000000,3
,pulsr-ico,,,,2000000,1
KI,genopets-ki,Move To Earn,,,2010000,1
XLM,stellar,Blockchain,,,2015000,2
PLAY,herocoin,,,,2020000,1
TEN,ten,Layer-2,,,2030000,4
GRO,gro-dao-token,Yield Aggregator,,,2046000,2
,ezeebit,Finance,,,2050000,1
TEVA,tevaera,Gaming,,,2068000,1
JTO,jito-network,Liquid Staking Protocols,,,2100000,3
,symmio,DeFi,,,2100000,1
SOV,sovryn,DeFi,,,2100000,5
MKL,merkle-trade,Perpetual,,,2100000,1
ELX,elixir-2,DeFi,,,2100000,3
XR,xraders,Blockchain Service,,,2100000,1
WOM,wombat-exchange,PancakeSwap IDO,,,2100000,3
RVST,revest-finance,NFT,,,2100000,2
NAYM,nayms,Insurance,,,2100000,3
FF,forefront,DAO,,,2100000,1
credora,credora,Lending Platform,,,2100000,3
Tribe,tribe3,DEX,,,2100000,1
REAP,releap-protocol,Social,,,2100000,1
,grvt,DeFi,,,2100000,5
,altitude-2,DeFi,,,2100000,2
,dreamos,Blockchain Service,,,2100000,1
,glacis,Infrastructure,,,2100000,1
DAPP,pencils-protocol,DeFi,,,2100000,1
AZTEC,aztec,Blockchain,,,2100000,4
,exponent,Yield Aggregator,,,2100000,1
,inshallah,DeFi,,,2100000,1
,aro-network,Blockchain Service,,,2100000,1
META,metadium,Protocol,,,2124855,2
 ,podium,NFT,,,2150000,1
,opendelta,Stablecoin,,,2150000,1
,citypay,Infrastructure,,,2170000,1
REPPO,reppo,Infrastructure,,,2200000,1
,artizen-2,NFT,,,2200000,1
,rho-labs,DeFi,,,2200000,2
,izumo,NFT,,,2200000,2
 ,formless,Social,,,2200000,1
,arkis,DeFi,,,2200000,1
,multisynq,Infrastructure,,,2200000,1
,nexio,Infrastructure,,,2200000,1
,fluent,Layer-2,,,2200000,2
,h100,Healthcare,,,2200000,4
,asgard-finance-2,DEX,,,2200000,1
ZIL,zilliqa,Blockchain,,,2227500,2
KDA,kadena,Blockchain,,,2250000,4
APOLLO,apollo-2,Yield Aggregator,,,2250000,1
,bima,DeFi,,,2250000,1
,raad-labs,DePIN,,,2250000,1
,kredete,Finance,,,2250000,2
,raiku,Infrastructure,,,2250000,2
,lolli-ico,,,,2250000,5
CPS,cryptostone,DEX,,,2292627,1
INDEX,index-cooperative,DeFi,,,2300000,2
XDAO,xdao,DAO,,,2300000,1
,fastlane-labs,Blockchain Service,,,2300000,2
,lore-explorer,Blockchain Service,,,2300000,1
,orb,Social,,,2300000,1
,uniblock,Infrastructure,,,2300000,1
,seamoon-protocol,Gaming,,,2300000,1
,canza-finance,Blockchain Service,,,2300000,2
,inference-labs,Infrastructure,,,2300000,1
,plural,Blockchain Service,,,2300000,2
,community-gaming,Gaming,,,2300000,2
,layerbank,DeFi,,,2300000,1
,bleap,Blockchain Service,,,2300000,1
,accountable,Blockchain Service,,,2300000,2
,memes-lab,Gaming,,,2300000,1
,fortytwo,Infrastructure,,,2300000,1
,dexari,DEX,,,2300000,1
SLOPE,slope-ico,,,,2300000,2
KSD,kokoa-finance-ico,,,,2300000,1
,snickerdoodle-labs-ico,,,,2300000,1
BTRST,braintrust,Web 3.0,,,2324000,5
RADAR,dappradar,Application,,,2330000,2
SKL,skale,Layer-2,,,2380000,4
FLUID,instadapp,DeFi,,,2400000,2
ASTR,astar,Layer-2,,,2400000,3
LQTY,liquity,DeFi,,,2400000,2
PIXEL,pixels,Gaming,,,2400000,2
GUILD,blockchainspace,Metaverse,,,2400000,3
LOT,league-of-traders,DeFi,,,2400000,1
AART,all-art,NFT,,,2400000,2
BLADE,blade-games,Gaming,,,2400000,1
DZOO,degen-zoo,Charity,,,2400000,1
,safary,Blockchain Service,,,2400000,1
,stan,Social,,,2400000,3
,skytopia,Gaming,,,2400000,1
RAA,raa-vision,Artificial Intelligence (AI),,,2400000,1
,midl,Infrastructure,,,2400000,1
,transcrypts,Blockchain Service,,,2400000,2
,kollider-ico,,,,2400000,1
,core-loop-ico,,,,2400000,2
,tenx-protocols,Infrastructure,,,2440000,2
CTOK,codyfight-ico,,,,2440000,1
SECOND,metados,Gaming,,,2450000,1
GRT,the-graph,Big Data,,,2500000,6
SHFL,shuffle-2,Gambling,,,2500000,1
ID,space-id,Blockchain Service,,,2500000,2
EDU,open-campus,Education,,,2500000,3
LCX,lcx,Finance,,,2500000,2
ARKM,arkham,Big Data,,,2500000,2
ME,magic-eden,NFT,,,2500000,3
XAN,anoma,Infrastructure,,,2500000,4
YB,yield-basis,DeFi,,,2500000,4
THALES,thales,Yield Aggregator,,,2500000,2
INIT,initia,Blockchain,,,2500000,3
L3,layer3,Social,,,2500000,3
KUMA,kuma-3,Perpetual,,,2500000,1
HOOK,hooked-protocol,Gaming,,,2500000,2
IBGT,infrared,DeFi,,,2500000,2
XNY,codatta,Blockchain Service,,,2500000,1
BID,creator-bid,Blockchain Service,,,2500000,1
HMT,human-protocol,Infrastructure,,,2500000,5
EVAA,evaa-protocol,DeFi,,,2500000,1
LOYAL,loyal,Artificial Intelligence (AI),,,2500000,1
MAVIA,heroes-of-mavia,Gaming,,,2500000,2
VSP,vesper-finance,DeFi,,,2500000,1
FIR,fireverse,Music,,,2500000,1
NB,nubila-network,Blockchain Service,,,2500000,2
ALEX,alex-lab,DeFi,,,2500000,3
ITHACA,ithaca-protocol,DeFi,,,2500000,1
MGT,moongate,RWA (Real World Assets),,,2500000,2
ASH,ashswap,DEX,,,2500000,2
KURO,kuroro-beasts,Gaming,,,2500000,1
TST,teleportdao,Infrastructure,,,2500000,2
RAIIN,raiinmaker,Artificial Intelligence (AI),,,2500000,3
GFT,gifto,Media,,,2500000,3
TERM,term-finance,Lending Platform,,,2500000,2
CBSN,blockswap-network-2,Polygon Ecosystem,,,2500000,2
GENS,genshiro,DeFi,,,2500000,2
CGU,crypto-gaming-united,Gaming,,,2500000,3
zkPass,zkpass,Blockchain Service,,,2500000,2
,outdid,Blockchain Service,,,2500000,1
,rated,Blockchain Service,,,2500000,2
,convergence-rfq,Infrastructure,,,2500000,1
,fairblock-network,Infrastructure,,,2500000,1
,baseflow,Blockchain Service,,,2500000,1
,trips,Social,,,2500000,1
,endless-clouds,Gaming,,,2500000,1
,seam-social,Blockchain Service,,,2500000,1
,fiat-republic,Finance,,,2500000,3
TOKA,tonka-finance,Lending Platform,,,2500000,1
RBT,reboot-world,Gaming,,,2500000,1
,brc-137,Infrastructure,,,2500000,1
,overworld,Gaming,,,2500000,2
,pallet-exchange,NFT,,,2500000,1
LAY3R,autolayer,DeFi,,,2500000,1
,web3firewall,Blockchain Service,,,2500000,1
ZOTH,zoth,DeFi,,,2500000,3
ELYS,elys-network,Blockchain,,,2500000,1
,cambria,Gaming,,,2500000,1
,onaji,Blockchain Service,,,2500000,1
,zkex,DEX,,,2500000,1
PCH,pichi-finance,DeFi,,,2500000,1
,khalani-network,Infrastructure,,,2500000,1
,dawn,DePIN,,,2500000,3
,ark-labs,Infrastructure,,,2500000,1
,t1-protocol,Infrastructure,,,2500000,1
,ammalgam,DeFi,,,2500000,1
,axal,Blockchain Service,,,2500000,1
,rarimo,Layer-2,,,2500000,1
,superfi-labs,DeFi,,,2500000,1
,fold-2,Blockchain Service,,,2500000,3
,ammo,AI Agents,,,2500000,1
,euphoria-trade,DeFi,,,2500000,2
,tenor-finance,DeFi,,,2500000,1
,manifest-finance,Real Estate,,,2500000,1
,de-charge,Infrastructure,,,2500000,1
,gatenox,Blockchain Service,,,2500000,1
,defx,DEX,,,2500000,1
,nook,DeFi,,,2500000,1
,yieldclub,DeFi,,,2500000,1
,syntetika,Finance,,,2500000,1
,freename,Blockchain Service,,,2500000,2
,grainchain,Finance,,,2500000,4
,cryptomesh,DeFi,,,2500000,1
,health,Healthcare,,,2500000,1
,shodai-network,DeFi,,,2500000,1
,gondor,DeFi,,,2500000,1
V-Token,vertalo-ico,,,,2500000,2
,samudai-ico,,,,2500000,1
,endaoment-ico,,,,2500000,2
,nft-brands-ico,,,,2500000,3
INR,coindcx-ico,,,,2500000,5
,laevitas-ico,,,,2500000,1
,distributed-finance-ico,,,,2500000,1
,tinyman-ico,,,,2500000,1
,carry1st-ico,,,,2500000,4
,coinshift-ico,,,,2500000,2
,coinvise-ico,,,,2500000,1
,outdefine-ico,,,,2500000,1
,credix-ico,,,,2500000,2
PAL,paladin,Protocol,,,2550000,1
,the-blockchain-group,Finance,,,2570000,9
PI,pchain,Blockchain,,,2590520,3
UMA,uma,DeFi,,,2600000,1
HBOT,hummingbot,Software,,,2600000,3
KINE,kine-protocol,,,,2600000,3
,ironforge,Blockchain Service,,,2600000,1
,ironmill,Blockchain Service,,,2600000,1
,hemera,Infrastructure,,,2600000,1
,hyle,Blockchain,,,2600000,1
,level-2,DeFi,,,2600000,2
,native,Insurance,,,2600000,1
,relai,Finance,,,2600000,3
,inferix-2,Infrastructure,,,2600000,1
,rovr,Infrastructure,,,2600000,1
SECT,sector,DeFi,,,2623483,1
HINT,hive-intelligence,Infrastructure,,,2640000,1
DIVI,divi,Nodes,,,2700000,1
PSP,paraswap,DEX,,,2700000,2
DDX,derivadao,DeFi,,,2700000,1
XVC,xverse,NFT,,,2700000,3
EARN,earn-network-2,DeFi,,,2700000,1
,immix,Blockchain Service,,,2700000,1
,stix,Finance,,,2700000,1
,bbox,DeFi,,,2700000,1
,citrea,Infrastructure,,,2700000,2
,range,Infrastructure,,,2700000,1
,raven-2,Finance,,,2700000,1
,alt-drx,Real Estate,,,2700000,1
,kea,Blockchain Service,,,2700000,2
,roll-ico,,,,2700000,2
,mangrove-ico,,,,2700000,2
CVC,civic,Software,,,2750000,2
HFT,hashflow,DEX,,,2750000,3
SUKU,suku,DeFi,,,2750000,2
MARO,ttc-protocol,Media,,,2750000,2
,metalex,Blockchain Service,,,2750000,1
,mellow-protocol,Liquid Staking Protocols,,,2750000,1
,hyve-labs,Gaming,,,2750000,1
HNT,helium,Social,,,2800000,6
1INCH,1inch,DEX,,,2800000,3
,awesomeqa,Social,,,2800000,1
,sock,Blockchain Service,,,2800000,1
,characterx,Social,,,2800000,1
,contributiondao,Infrastructure,,,2800000,1
,cryptohunter-world,Gaming,,,2800000,1
,mevvy,Blockchain Service,,,2800000,1
,rocksolid-network,DeFi,,,2800000,1
,synquote-ico,,,,2800000,1
ZAP,zap,Oracle,,,2830000,1
,veta-finance,DeFi,,,2850000,1
,blockcast,Blockchain Service,,,2850000,1
MLN,melon,DeFi,,,2900000,1
IGT,infinitar-governance-token,Gaming,,,2900000,2
WHALE,white-whale,Protocol,,,2900000,1
,g-u-technologies,Blockchain Service,,,2900000,1
,rebar-labs,Infrastructure,,,2900000,1
,curio-2,Gaming,,,2900000,2
,bluejay-ico,,,,2900000,1
SOUL,phantasma,Blockchain,,,2913196,2
,filmchain,Infrastructure,,,2980000,1
ONDO,ondo-finance,RWA (Real World Assets),,,3000000,4
BDX,beldex,Privacy Coin,,,3000000,2
FOLKS,folks-finance,Lending Platform,,,3000000,2
SC,siacoin,Storage,,,3000000,1
NMR,numeraire,DeFi,,,3000000,4
CFG,centrifuge,RWA (Real World Assets),,,3000000,8
COTI,coti,Blockchain,,,3000000,2
BAL,balancer,DeFi,,,3000000,2
API3,api3,Oracle,,,3000000,2
POND,marlin,Infrastructure,,,3000000,1
TNSR,tensor,NFT,,,3000000,1
TRUTH,swarm-network,AI Agents,,,3000000,1
ORE,ore,Cryptocurrency,,,3000000,1
LMTS,limitless,Predictions,,,3000000,3
BLESS,bless,Infrastructure,,,3000000,2
ALLO,allora,Blockchain Service,,,3000000,3
AT,apro,Blockchain Service,,,3000000,1
ALI,alethea-artificial-liquid-intelligence-token,NFT,,,3000000,3
SCR,scroll,Blockchain,,,3000000,3
NAORIS,naoris-protocol,IOT,,,3000000,3
FLOCK,flock-2,Artificial Intelligence (AI),,,3000000,2
MDT,measurable-data-token,Big Data,,,3000000,2
UMBRA,umbra-privacy,Privacy Coin,,,3000000,1
SCA,scallop-io,DeFi,,,3000000,1
XION,burnt-2,Blockchain,,,3000000,3
TA,trusta-ai,Artificial Intelligence (AI),,,3000000,1
TANSSI,tanssi-network,Blockchain Service,,,3000000,2
EFI,efinity,NFT,,,3000000,4
COA,alliance-games,Gaming,,,3000000,2
ZULU,zulu-network,Infrastructure,,,3000000,1
JONES,jones-dao,DAO,,,3000000,3
ASF,asymmetry-finance,DeFi,,,3000000,1
BELT,belt,DeFi,,,3000000,1
ANZ,anzen-finance,Stablecoin Issuer,,,3000000,2
ZERO,zerolend,Lending Platform,,,3000000,1
APRS,apeiron-2,Gaming,,,3000000,2
PELL,pell-network,DeFi,,,3000000,2
TAKER,taker-protocol,Blockchain,,,3000000,1
PFVS,puffverse,Gaming,,,3000000,1
HENLO,henlo-2,Meme,,,3000000,1
DGC,decentralgpt,DePIN,,,3000000,2
EMT,ethermail,Web 3.0,,,3000000,2
SOLVE,solve-care,Healthcare,,,3000000,2
TOPIA,hytopia,Gaming,,,3000000,1
EXVG,exverse,Gaming,,,3000000,1
BRAWL,bitbrawl,Gaming,,,3000000,1
FRBK,freebnk,Finance,,,3000000,1
SUNRISE,sunrise-2,Infrastructure,,,3000000,1
ZMT,zipmex-token,CEX,,,3000000,4
STKR,staker-dao,DAO,,,3000000,1
CHE,cherryswap,DeFi,,,3000000,1
QUARTZ,sandclock,Investment,,,3000000,2
PLGR,pledge,Finance,,,3000000,5
BLID,bolide,Yield Farming,,,3000000,1
$BEAT,metabeat,Music,,,3000000,1
,cloudburst-technologies,Blockchain Service,,,3000000,2
,openfort,Wallet,,,3000000,1
,metazone,NFT,,,3000000,1
,hook-protocol,NFT,,,3000000,1
OLA,ola,Layer-2,,,3000000,1
,cryptoquant,Blockchain Service,,,3000000,2
,drip,NFT,,,3000000,2
,club3,Social,,,3000000,1
,anchorwatch,Blockchain Service,,,3000000,1
,bril-finance,DeFi,,,3000000,1
,wodo,Blockchain Service,,,3000000,1
,anboto,DeFi,,,3000000,1
AFC,army-of-fortune-metaverse,Gaming,,,3000000,1
,surf-protocol,DeFi,,,3000000,1
,marginfi,Lending Platform,,,3000000,1
,coralapp,Sport,,,3000000,1
,poglin,Gaming,,,3000000,1
,intract,Social,,,3000000,2
,maalexi,Blockchain Service,,,3000000,2
,kasu,Blockchain Service,,,3000000,1
,0xscope,Blockchain Service,,,3000000,2
,gigastar,Blockchain Service,,,3000000,2
,fuzzland,Blockchain Service,,,3000000,1
