project_name,project_slug,fund_name,amount_usd,stage,date,category,market_cap,project_roi
Genius,genius-2,Balaji Srinivasan,6000000,Seed Round,1729641600000,DeFi,,
The Arena,the-arena,Balaji Srinivasan,2000000,Pre-seed,1729036800000,Social,12390000.0,6.20
OpenGradient,opengradient,Balaji Srinivasan,8500000,Seed Round,1728432000000,Infrastructure,,
MeshMap,meshmap,Balaji Srinivasan,4000000,Funding Round,1727395200000,Blockchain Service,,
Fermah,fermah,Balaji Srinivasan,5200000,Seed Round,1726531200000,Zero Knowledge,,
Level,level-2,Balaji Srinivasan,3600000,Funding Round,1724889600000,DeFi,,
Hyperbolic,hyperbolic,Balaji Srinivasan,7000000,Seed Round,1722297600000,Blockchain Service,,
Mira,mira,Balaji Srinivasan,9000000,Seed Round,1721088000000,Infrastructure,28510000.0,1.58
Prodia,prodia,Balaji Srinivasan,15000000,Seed Round,1719878400000,Blockchain Service,,
Agora,agora-3,Balaji Srinivasan,5000000,Seed Round,1714521600000,Blockchain Service,,
Ord.io,ord-io,Balaji Srinivasan,2000000,Seed Round,1713312000000,NFT,,
Sending Network,sending-network,Balaji Srinivasan,7500000,Extended Seed Round,1713225600000,Blockchain Service,,
Biconomy,biconomy,Balaji Srinivasan,,Strategic Round,1711584000000,DeFi,50440000.0,5.60
MyShell,myshell,Balaji Srinivasan,11000000,pre-Series A,1711497600000,Blockchain Service,15730000.0,1.43
Clique,clique,Balaji Srinivasan,8000000,Series A,1710374400000,Infrastructure,,
Utila,utila,Balaji Srinivasan,11500000,Seed Round,1709596800000,Infrastructure,,
Stack,stack-2,Balaji Srinivasan,3000000,Seed Round,1709510400000,Blockchain Service,,
Avail,avail,Balaji Srinivasan,27000000,Seed Round,1708905600000,Blockchain,23150000.0,0.86
Analog,analog,Balaji Srinivasan,16000000,Funding Round,1707782400000,Infrastructure,1320000.0,0.08
Dinari,dinari,Balaji Srinivasan,10000000,Seed Round,1705968000000,Finance,,
Ritual,ritual,Balaji Srinivasan,25000000,Series A,1699401600000,Infrastructure,,
Baseflow,baseflow,Balaji Srinivasan,2500000,Funding Round,1698364800000,Blockchain Service,,
Fileverse,fileverse,Balaji Srinivasan,1500000,Pre-seed,1697500800000,Blockchain Service,,
Ostium Labs,ostium-labs,Balaji Srinivasan,3500000,Funding Round,1696550400000,DeFi,,
Proof of Play,proof-of-play,Balaji Srinivasan,33000000,Seed Round,1695254400000,Gaming,,
Parallax,parallax-2,Balaji Srinivasan,4500000,Seed Round,1694476800000,Finance,,
0xPass,0xpass,Balaji Srinivasan,1800000,Pre-seed,1694390400000,Blockchain Service,,
Story,story,Balaji Srinivasan,25000000,Series A,1693958400000,Blockchain,665710000.0,3.60
Drip,drip,Balaji Srinivasan,3000000,Seed Round,1692403200000,NFT,,
Lore Explorer,lore-explorer,Balaji Srinivasan,2300000,Funding Round,1692144000000,Blockchain Service,,
MIDAO,midao,Balaji Srinivasan,1000000,Funding Round,1689811200000,Social,,
Roi,roi,Balaji Srinivasan,3600000,Funding Round,1689206400000,NFT,,
Lens Chain,lens-chain,Balaji Srinivasan,15000000,Funding Round,1686182400000,Blockchain Service,,
Argus,argus-2,Balaji Srinivasan,10000000,Seed Round,1686009600000,Gaming,,
LabDAO,labdao,Balaji Srinivasan,3600000,Funding Round,1684800000000,Social,,
PYOR,pyor,Balaji Srinivasan,4000000,Seed Round,1684368000000,Big Data,,
Huddle01,huddle01-ico,Balaji Srinivasan,4500000,Seed Round,1680739200000,,,
Intmax,intmax-ico,Balaji Srinivasan,5000000,Seed Round,1680307200000,Blockchain,,
Lore,lore-ico,Balaji Srinivasan,4000000,Strategic Round,1680307200000,,,
Proven,proven-ico,Balaji Srinivasan,15800000,Seed Round,1677628800000,,,
Renegade,renegade-ico,Balaji Srinivasan,3400000,Seed Round,1675209600000,,,
Chaos Labs,chaos-labs-ico,Balaji Srinivasan,20000000,Seed Round,1675209600000,,,
Sesame Labs,sesame-labs-ico,Balaji Srinivasan,4500000,Seed Round,1675209600000,,,
Prysm,prysm-ico,Balaji Srinivasan,4000000,Funding Round,1668427200000,,,
Shardeum,shardeum,Balaji Srinivasan,18719600,Seed Round,1666051200000,Infrastructure,1580000.0,0.08
Light Protocol,light-protocol,Balaji Srinivasan,4200000,Seed Round,1665964800000,Solana Ecosystem,,
Sovryn,sovryn,Balaji Srinivasan,5400000,Funding Round,1665273600000,DeFi,4000000.0,0.74
Integral1,integral-2,Balaji Srinivasan,8500000,Funding Round,1663632000000,Blockchain Service,,
Lysto,lysto-ico,Balaji Srinivasan,12000000,Pre-Series A Round,1659312000000,,,
Koop,koop-ico,Balaji Srinivasan,5000000,Seed Round,1659312000000,,,
Hashflow,hashflow,Balaji Srinivasan,25000000,Series A,1656633600000,DEX,21200000.0,0.27
Farcaster,farcaster,Balaji Srinivasan,30000000,Funding Round,1656633600000,Social,,
Crypto Colo Center,crypto-colo-center-ico,Balaji Srinivasan,11000000,Seed Round,1656633600000,,,
Quadrata,quadrata-ico,Balaji Srinivasan,7500000,Seed Round,1656633600000,,,
MoHash,mohash,Balaji Srinivasan,6000000,Seed Round,1656547200000,DeFi,,
AltLayer,altlayer,Balaji Srinivasan,7200000,Seed Round,1654041600000,Blockchain Service,62390000.0,2.17
Samudai,samudai-ico,Balaji Srinivasan,2500000,Pre-seed Round,1654041600000,,,
TRUF.Network,truflation,Balaji Srinivasan,,Seed Round,1652745600000,RWA (Real World Assets),3490000.0,
Doppel,doppel,Balaji Srinivasan,5000000,Seed Round,1651363200000,Blockchain Service,,
Questbook,questbook-ico,Balaji Srinivasan,8300000,Series A Round,1651363200000,,,
LiquiFi,liquifi,Balaji Srinivasan,5000000,Funding Round,1650499200000,Blockchain Service,,
Sign,sign-2,Balaji Srinivasan,12000000,Seed Round,1646784000000,Infrastructure,45740000.0,1.22
Rain,rain,Balaji Srinivasan,6000000,Seed Round,1645920000000,Finance,,
RSS3,rss3,Balaji Srinivasan,,Private Sale,1638316800000,Infrastructure,12330000.0,
Galoy,galoy-ico,Balaji Srinivasan,3000000,Seed Round,1638316800000,,,
Praxis,praxis,Balaji Srinivasan,4200000,Seed Round,1638230400000,Artificial Intelligence (AI),,
Solend,solend,Balaji Srinivasan,6500000,Seed,1635206400000,Lending Platform,24220000.0,1.86
Layer3,layer3,Balaji Srinivasan,2500000,Seed Round,1632960000000,Social,12460000.0,0.71
XMTP,xmtp,Balaji Srinivasan,20000000,Series A Round,1627776000000,Social,,
Superfluid,superfluid,Balaji Srinivasan,9000000,Seed Round,1626134400000,DeFi,1720000.0,0.12
Arcana Network,arcana-network,Balaji Srinivasan,375000,Seed Round,1625097600000,Web 3.0,,
Certora,certora-ico,Balaji Srinivasan,7200000,Series A,1621555200000,,,
Goldfinch,goldfinch,Balaji Srinivasan,11700000,Series A,1619827200000,Lending Platform,22360000.0,0.59
Commonwealth,commonwealth-ico,Balaji Srinivasan,3200000,Seed Round,1619827200000,,,
Iron Fish,iron-fish,Balaji Srinivasan,5300000,Funding Round,1617667200000,Blockchain Service,11930000.0,0.31
Aleo,aleo,Balaji Srinivasan,28000000,Series A,1617235200000,Zero Knowledge,84880000.0,0.33
Gitcoin,gitcoin,Balaji Srinivasan,11300000,Funding Round,1614556800000,Infrastructure,13350000.0,0.24
Rally,rally-2,Balaji Srinivasan,34828450,Community Treasury Fundraise,1609372800000,Yield Farming,1030000.0,0.01
Push Protocol,ethereum-push-notification-service,Balaji Srinivasan,750000,Seed Round,1606780800000,Infrastructure,1090000.0,0.09
Polymarket,polymarket,Balaji Srinivasan,4000000,Seed Round,1603065600000,DeFi,,
Opyn Squeeth,opyn-squeeth,Balaji Srinivasan,2160000,Seed Round,1592784000000,DeFi,,
Magic-link,magic-2,Balaji Srinivasan,4000000,Seed Round,1590710400000,Blockchain Service,,
Mask Network,mask-network,Balaji Srinivasan,570000,Private Round A,1575158400000,Social,61480000.0,1.44
Messari,messari-ico,Balaji Srinivasan,4000000,Venture Round,1573603200000,Elrond Ecosystem,,
Fluid,instadapp,Balaji Srinivasan,2400000,Seed Round,1569888000000,DeFi,251530000.0,34.93
Golden,golden-ico,Balaji Srinivasan,14500000,Series A Round,1567296000000,,,
Near,near,Balaji Srinivasan,375000,Private Round 2,1561939200000,Blockchain,2150000000.0,14.01
Avalanche,avalanche,Balaji Srinivasan,5940000,Seed Round,1548979200000,Blockchain,5770000000.0,23.85
TransCrypts,transcrypts,Mark Cuban,15000000,Seed Round,1759881600000,Blockchain Service,,
Blocto Token,blocto-token,Mark Cuban,,Series A,1677110400000,DeFi,1350000.0,
Tokenproof,tokenproof-ico,Mark Cuban,5000000,Seed Round,1659312000000,,,
Swell,swell-network,Mark Cuban,3750000,Seed Round,1647216000000,Liquid Staking Protocols,8090000.0,1.08
Socket,socket,Mark Cuban,5000000,Seed Round,1646092800000,Infrastructure,,
CryptoSlam,cryptoslam,Mark Cuban,9000000,Seed Round,1641340800000,Blockchain Service,,
Thirdweb,thirdweb-ico,Mark Cuban,5000000,Seed Round,1638316800000,x402 Ecosystem,,
Arbitrum,arbitrum,Mark Cuban,100000000,Series B,1630368000000,Layer-2,1160000000.0,2.76
Artificial Liquid Intelligence,alethea-artificial-liquid-intelligence-token,Mark Cuban,16000000,Private Round,1627776000000,NFT,23460000.0,0.53
Smart Layer Network,smart-layer-network,Mark Cuban,,Seed Round,1625097600000,Blockchain Service,,
AlchemyNFT,alchemynft-ico,Mark Cuban,6000000,Seed Round,1625097600000,,,
NFT Genius,nft-genius-ico,Mark Cuban,4000000,Seed Round,1622505600000,,,
Zapper,zapper-ico,Mark Cuban,15000000,Series A,1621209600000,,,
Axie Infinity,axie-infinity,Mark Cuban,7500000,Series A,1619827200000,Gaming,172280000.0,0.38
Ronin,ronin,Mark Cuban,7500000,Series A,1619827200000,Blockchain,123450000.0,0.78
Injective,injective-protocol,Mark Cuban,10000000,Funding Round,1617235200000,Blockchain,541840000.0,7.74
SuperRare,superrare,Mark Cuban,9000000,Series A Round,1614556800000,NFT,19010000.0,1.06
Limitless,limitless,1Confirmation,10000000,Seed Round,1760918400000,Predictions,29860000.0,2.99
Coop Records,coop-records,1Confirmation,4500000,Seed Round,1758585600000,Music,,
Gigaverse,gigaverse,1Confirmation,2000000,Funding Round,1756857600000,Gaming,,
Keplr,keplr,1Confirmation,5000000,Seed Round,1737504000000,Wallet,,
Polymarket,polymarket,1Confirmation,150000000,Funding Round,1735689600000,DeFi,,
Stride,stride,1Confirmation,4000000,Strategic Round,1706832000000,Liquid Staking Protocols,1850000.0,0.17
Rated,rated,1Confirmation,12890000,Series A,1695772800000,Blockchain Service,,
Pimlico,pimlico,1Confirmation,1600000,Pre-seed,1695600000000,Infrastructure,,
Koop,koop-ico,1Confirmation,5000000,Seed Round,1659312000000,,,
Primitive,primitive-ico,1Confirmation,9000000,Series A Round,1659312000000,,,
Farcaster,farcaster,1Confirmation,30000000,Funding Round,1656633600000,Social,,
Archway,archway,1Confirmation,21000000,Private Sale,1648080000000,Cosmos Ecosystem,1470000.0,0.04
World,worldcoin,1Confirmation,25000000,Seed Round,1634774400000,Artificial Intelligence (AI),1460000000.0,8.85
Osmosis,osmosis,1Confirmation,21000000,Venture Round,1633046400000,DEX,51460000.0,1.23
Index Cooperative,index-cooperative,1Confirmation,7700000,Pre-seed,1625097600000,DeFi,4090000.0,0.27
Notional Finance,notional-finance,1Confirmation,10000000,Series A,1619654400000,DeFi,,
SuperRare,superrare,1Confirmation,9000000,Series A Round,1614556800000,NFT,19010000.0,1.06
Nexus Mutual,nxm,1Confirmation,2700000,Venture Round,1613433600000,Insurance,149590000.0,27.70
Rally,rally-2,1Confirmation,34828450,Community Treasury Fundraise,1609372800000,Yield Farming,1030000.0,0.01
Acala,acala,1Confirmation,7300000,Series A,1596240000000,DeFi,13120000.0,0.60
Karura,karura,1Confirmation,7300000,Series A,1596240000000,Kusama Ecosystem,1280000.0,0.08
dYdX,dydx,1Confirmation,10000000,Series A,1539972000000,DEX,156400000.0,0.58
Nervos Network,nervos-network,1Confirmation,28224000,Private Round,1530403200000,Blockchain,123470000.0,1.10
Maker,maker,1Confirmation,12000000,Seed Round 1,1512086400000,DeFi,,
Cosmos Hub,cosmos,1Confirmation,1329500,Strategic Round,1472688000000,Blockchain,1060000000.0,398.65
Arx Research,arx-research,1Kx,,Seed Round,1762387200000,Infrastructure,,
Coop Records,coop-records,1Kx,4500000,Seed Round,1758585600000,Music,,
Transak,transak,1Kx,16000000,Strategic Round,1754956800000,Blockchain Service,,
Stackup,stackup,1Kx,4200000,Seed Round,1750377600000,Infrastructure,,
Orange Cap Games,orange-cap-games,1Kx,3500000,Seed Round,1749427200000,Gaming,,
VOYA Games,voya-games,1Kx,5000000,Funding Round,1747785600000,Gaming,,
Kaia,kaia,1Kx,,Funding Round,1745971200000,Blockchain,440300000.0,
Camp Network,camp-network,1Kx,25000000,Series A,1745884800000,Layer-2,15340000.0,0.61
Miden,miden,1Kx,25000000,Seed Round,1745884800000,Blockchain,,
Inco Network,inco-network,1Kx,5000000,Strategic Round,1745452800000,Blockchain,,
Optimum,optimum,1Kx,11000000,Seed Round,1744675200000,Infrastructure,,
GUNZ,gunz-token,1Kx,,Strategic Round,1744243200000,Blockchain,17670000.0,0.38
Seismic,seismic-2,1Kx,7000000,Seed Round,1741219200000,Blockchain,,
Combinder,combinder,1Kx,500000,Pre-seed,1741046400000,Infrastructure,,
Ligero,ligero,1Kx,4000000,Seed Round,1740528000000,Infrastructure,,
Autonolas,autonolas,1Kx,13800000,Funding Round,1738627200000,Artificial Intelligence (AI),24020000.0,1.74
Cryptio,cryptio,1Kx,15000000,Extended Series A Round,1738108800000,Blockchain Service,,
pod,pod,1Kx,10000000,Seed Round,1738022400000,Blockchain,,
WalletConnect Token,walletconnect,1Kx,13000000,Series B,1736812800000,Wallet,15320000.0,0.59
BIO Protocol,bio-protocol,1Kx,,Funding Round,1731024000000,DeSci,88380000.0,
Predicate,predicate,1Kx,7000000,Funding Round,1728950400000,Blockchain Service,,
Layer,layer,1Kx,6000000,Seed Round,1727913600000,Infrastructure,,
Mawari,mawari,1Kx,10800000,Strategic Round,1727308800000,Blockchain Service,,
Daylight,daylight,1Kx,6000000,Seed Round,1727136000000,Blockchain Service,,
Celestia,celestia,1Kx,100000000,Funding Round,1727049600000,Modular Blockchain,496030000.0,1.86
Fabric Cryptography,fabric-cryptography,1Kx,33000000,Series A,1724025600000,Infrastructure,,
Rhinestone,rhinestone,1Kx,5000000,Seed Round,1723662000000,Blockchain Service,,
Blockscout,blockscout,1Kx,3000000,Seed Round,1722988800000,Blockchain Service,,
JokeRace,jk-labs,1Kx,3000000,Funding Round,1722384000000,Social,,
Pudgy Penguins,pudgy-penguins,1Kx,11000000,Funding Round,1721692800000,Meme,703410000.0,63.95
Cambria,cambria,1Kx,2500000,Seed Round,1719878400000,Gaming,,
Astria,astria,1Kx,12500000,Strategic Round,1719792000000,Infrastructure,,
Dope World Paper,dope-wars-paper,1Kx,,Strategic Round,1716336000000,DAO,,
Lagrange,lagrange-labs,1Kx,13200000,Seed Round,1715126400000,Infrastructure,66239999.99999999,5.02
Botto,botto,1Kx,1670000,Funding Round,1711065600000,NFT,5270000.0,3.16
BuildBear,buildbear,1Kx,1900000,Funding Round,1708992000000,Infrastructure,,
FuzzLand,fuzzland,1Kx,3000000,Seed Round,1707350400000,Blockchain Service,,
Kiln,kiln,1Kx,17000000,Funding Round,1705536000000,Finance,,
web3mine,web3mine,1Kx,6000000,Seed Round,1703030400000,Infrastructure,,
NFTPerp,nftperp-ico,1Kx,3000000,Series A,1702512000000,,,
Seam Social,seam-social,1Kx,2500000,Seed Round,1702252800000,Blockchain Service,,
Citadel,citadel-2,1Kx,3300000,Seed Round,1699401600000,Gaming,,
Modulus Labs,modulus-labs,1Kx,6300000,Seed Round,1698796800000,Blockchain Service,,
IYK,iyk,1Kx,16800000,Seed Round,1695859200000,Web 3.0,,
Spearbit,spearbit,1Kx,7000000,Funding Round,1691625600000,Social,,
Cantina,cantina,1Kx,7000000,Funding Round,1691625600000,Web 3.0,,
fxhash,fxhash,1Kx,5000000,Seed Round,1691452800000,NFT,1370000.0,0.14
Superstate,superstate,1Kx,4000000,Seed Round,1687910400000,DeFi,,
Spinamp,spinamp,1Kx,1200000,Funding Round,1685577600000,Music,,
Hydra Ventures,hydra-ventures-ico,1Kx,10000000,Funding Round,1677628800000,,,
Caldera,caldera-era,1Kx,9000000,Funding Round,1675209600000,Infrastructure,42040000.0,4.67
Lit Protocol,lit-protocol,1Kx,13000000,Series A Round,1663804800000,Infrastructure,4170000.0,0.32
RedStone,redstone,1Kx,7000000,Seed Round,1659312000000,Oracle,76820000.0,10.97
MatchboxDAO,matchboxdao-ico,1Kx,7500000,Seed Round,1659312000000,,,
Safe,safe,1Kx,100000000,Funding Round,1656633600000,Wallet,102640000.0,0.51
Li.Fi,li-fi-ico,1Kx,5500000,Funding Round,1656633600000,,,
Highlight,highlight-ico,1Kx,11000000,Seed Round,1652176800000,,,
Nomad,nomad-ico,1Kx,22400000,Seed Round,1648771200000,,,
CoW Protocol,cow-protocol,1Kx,23000000,Private Round,1648512000000,DEX,105440000.0,2.29
Strider,strider-ico,1Kx,3000000,Funding Round,1643673600000,,,
Snapshot,snapshot-ico,1Kx,4000000,Seed Round,1637280000000,,,
NFTfi,nftfi,1Kx,5000000,Seed Round,1637020800000,NFT,,
ZKsync,zksync,1Kx,50000000,Series B,1636365600000,Layer-2,281110000.0,0.43
Forefront,forefront,1Kx,2100000,Venture Round,1631750400000,DAO,,
Everclear,connext,1Kx,12000000,Series A,1626134400000,DeFi,2600000.0,0.07
Index Cooperative,index-cooperative,1Kx,7700000,Pre-seed,1625097600000,DeFi,4090000.0,0.27
Visor,visor,1Kx,3500000,Funding Round,1625097600000,,,
ECOx,ecox,1Kx,60000000,Series B,1625097600000,Ethereum Ecosystem,2710000.0,0.01
ECO,eco,1Kx,60000000,Series B,1625097600000,,1600000.0,0.01
Nym,nym,1Kx,6000000,Seed Round,1619827200000,Privacy Coin,40510000.0,1.47
Gearbox Protocol,gearbox-protocol,1Kx,2300000,SAFT,1619827200000,Lending Platform,14950000.0,2.17
Overlay Protocol,overlay-protocol,1Kx,2215000,Funding Round,1615939200000,Perpetual,,
Siren,siren,1Kx,4000000,Seed Round,1614711600000,DeFi,,
Gitcoin,gitcoin,1Kx,11300000,Funding Round,1614556800000,Infrastructure,13350000.0,0.24
Tally,tally,1Kx,1500000,Funding Round,1614556800000,Governance,,
Nexus Mutual,nxm,1Kx,2700000,Venture Round,1613433600000,Insurance,149590000.0,27.70
Levva Protocol Token,levva-protocol-token,1Kx,11000000,Seed,1612137600000,Artificial Intelligence (AI),1580000.0,0.14
Furucombo,furucombo,1Kx,1850000,Seed Round,1610042400000,DeFi,,
RARI,rarible,1Kx,1750000,Seed Round,1609459200000,NFT,6920000.0,3.95
Global Coin Research,global-coin-research,1Kx,1200000,Treasury Diversification,1609459200000,DAO,1080000.0,0.45
Liquity,liquity,1Kx,2400000,Seed Round,1600992000000,DeFi,40760000.0,3.77
Covalent Query Token,covalent,1Kx,2600000,Private Round 1,1596240000000,Artificial Intelligence (AI),,
Hummingbot,hummingbot,1Kx,2600000,Seed Round,1593561600000,Software,,
Opyn Squeeth,opyn-squeeth,1Kx,2160000,Seed Round,1592784000000,DeFi,,
Spacemesh,spacemesh,1Kx,15000000,Series A,1536143400000,Blockchain,,
Fluence,fluence,1Kx,6000000,Seed Round,1535760000000,DePIN,,
Nervos Network,nervos-network,1Kx,28224000,Private Round,1530403200000,Blockchain,123470000.0,1.10
Amp,amp-token,1Kx,14100000,Private Sale 1,1527811200000,Blockchain Service,176070000.0,6.24
Metadium,metadium,1Kx,21539540,Private Round,1525132800000,Protocol,19620000.0,0.91
Oxen,loki-network,1Kx,9027000,Private Presale,1519851600000,Nodes,9900000.0,1.10
aelf,aelf,1Kx,1000000,Seed,1509494400000,Infrastructure,69080000.0,69.08
AllScale,allscale,Binance Labs,5000000,Seed Round,1765152000000,Finance,,
predict.fun,predict-fun,Binance Labs,,Incubation,1764633600000,Predictions,,
Funes,funes,Binance Labs,,Funding Round,1762387200000,Blockchain Service,,
Standard Money,standard-money,Binance Labs,8000000,Strategic Round,1762128000000,DeFi,,
Sign,sign-2,Binance Labs,25500000,Strategic Round,1761004800000,Infrastructure,45740000.0,1.22
APRO,apro,Binance Labs,,Strategic Round,1761004800000,Blockchain Service,25460000.0,8.49
Open Campus,open-campus,Binance Labs,5000000,Strategic Round,1760918400000,Education,83920000.0,16.78
Temple,temple-2,Binance Labs,5000000,Seed Round,1760572800000,Finance,,
Better Payment Network,better-payment-network,Binance Labs,50000000,Seed Round,1760486400000,Finance,,
Ethena,ethena-labs,Binance Labs,,Strategic Round,1758240000000,DeFi,1930000000.0,8.46
StablecoinX,stablecoinx,Binance Labs,530000000,PIPE,1757116800000,Finance,,
Hemi,hemi-network,Binance Labs,15000000,Funding Round,1756166400000,Modular Blockchain,14170000.0,0.94
USD.AI,usd-ai,Binance Labs,,Strategic Round,1756166400000,DeFi,,
Bitway,bitway,Binance Labs,,Incubation,1756166400000,Blockchain,,
StableStock,stablestock,Binance Labs,,Seed Round,1755648000000,DeFi,,
Aspecta,aspecta,Binance Labs,,Strategic Round,1752105600000,Blockchain Service,9540000.0,
MEET48,meet48,Binance Labs,,Strategic Round,1750896000000,Gaming,30240000.0,
Concrete Protocol,concrete-protocol,Binance Labs,9500000,Strategic Round,1750636800000,Protocol,,
OneKey,onekey-ico,Binance Labs,,Funding Round,1749081600000,,,
Avalon,avalon-finance,Binance Labs,,Funding Round,1748217600000,DeFi,25930000.0,2.59
Gata,aggregata,Binance Labs,4000000,Seed Round,1745971200000,Artificial Intelligence (AI),1430000.0,0.36
Opinion Labs,opinion-labs,Binance Labs,5000000,Seed Round,1742256000000,Predictions,,
Plume,plume-network,Binance Labs,,Funding Round,1742169600000,Blockchain,62940000.0,
Tensorplex Labs,tensorplex-labs,Binance Labs,,Strategic Round,1741132800000,DeFi,,
vana,vana,Binance Labs,,Strategic Round,1740355200000,Artificial Intelligence (AI),82200000.0,4.11
Blum,blum,Binance Labs,5000000,Seed Round,1739318400000,DeFi,3210000.0,0.64
THENA,thena,Binance Labs,,Funding Round,1735603200000,DEX,21870000.0,
Usual,usual,Binance Labs,10000000,Series A,1734912000000,Stablecoin Issuer,12000000.0,1.20
Perena,perena,Binance Labs,,Pre-seed,1733875200000,DeFi,,
Aster,aster,Binance Labs,,Seed Round,1732752000000,Perpetual,2040000000.0,
KernelDAO,kernel-dao,Binance Labs,10000000,Strategic Round,1732492800000,Liquid Staking Protocols,17780000.0,1.78
StakeStone,stakestone,Binance Labs,22000000,Funding Round,1731283200000,Liquid Staking Protocols,26860000.0,0.61
Brevis Network,brevis-network,Binance Labs,7500000,Seed Round,1731283200000,Zero Knowledge,,
BIO Protocol,bio-protocol,Binance Labs,,Funding Round,1731024000000,DeSci,88380000.0,
Moonwalk Fitness,moonwalk-fitness,Binance Labs,3400000,Seed Round,1729728000000,Sport,2930000.0,0.86
ZEROBASE,zerobase,Binance Labs,5000000,Funding Round,1729296000000,Zero Knowledge,23480000.0,4.70
Lombard,lombard,Binance Labs,1000000,Funding Round,1729036800000,DeFi,185490000.0,10.91
Sophon,sophon,Binance Labs,,Funding Round,1727913600000,Modular Blockchain,29920000.0,
OpenEden,openeden,Binance Labs,,Funding Round,1726099200000,RWA (Real World Assets),12330000.0,
Solayer,solayer,Binance Labs,12000000,Seed Round,1724716800000,Liquid Staking Protocols,40820000.0,1.70
Sidekick,sidekick,Binance Labs,,Funding Round,1724284800000,Gaming,,
VOOI,vooi,Binance Labs,,Funding Round,1724284800000,DEX,,
corn,corn-2,Binance Labs,6700000,Seed Round,1724112000000,Layer-2,39720000.0,1.83
MyShell,myshell,Binance Labs,,Funding Round,1723680000000,Blockchain Service,15730000.0,1.43
Sahara AI,sahara-ai,Binance Labs,37000000,Funding Round,1723593600000,Artificial Intelligence (AI),66030000.0,0.59
Pentagon Games,pentagon-games,Binance Labs,6000000,Seed Round,1723075200000,Gaming,,
Particle Network,particle-network,Binance Labs,,Funding Round,1722470400000,Modular Blockchain,24190000.0,
DILL,dill,Binance Labs,,Incubation Program,1722330000000,Infrastructure,2960000.0,
Cycle Network,cycle-network,Binance Labs,,Incubation Program,1722330000000,Infrastructure,1710000.0,
aPriori,apriori,Binance Labs,,Funding Round,1722297600000,DeFi,24270000.0,1.21
Catizen,catizen,Binance Labs,,Funding Round,1721779200000,Gaming,18350000.0,
Pluto Studio,pluto-studio,Binance Labs,,Strategic Round,1721692800000,Gaming,,
Zircuit,zircuit,Binance Labs,,Funding Round,1721606400000,Layer-2,12830000.0,
Infrared BGT,infrared,Binance Labs,,Funding Round,1719187200000,DeFi,11400000.0,0.81
Rango Exchange,rango-exchange,Binance Labs,,Strategic Round,1718755200000,DeFi,,
Aevo,aevo-dex,Binance Labs,,Funding Round,1716249600000,DEX,38670000.0,
Gamic,gamic,Binance Labs,,Incubated Season 6,1715644800000,Social,,
Zest Protocol,zest-protocol-2,Binance Labs,3500000,Seed Round,1715558400000,DeFi,,
Uxuy,uxuy-ico,Binance Labs,7000000,pre-Series A,1715212800000,,,
Movement,movement,Binance Labs,,Funding Round,1714521600000,Infrastructure,110710000.0,2.91
Unisat,unisat,Binance Labs,,pre-Series A,1714521600000,Blockchain Service,,
MilkyWay,milkyway-2,Binance Labs,5000000,Seed Round,1714435200000,DeFi,1600000.0,0.16
BounceBit,bouncebit,Binance Labs,,Strategic Round,1712793600000,Blockchain,68650000.0,
Shentu,certik,Binance Labs,,Funding Round,1710201600000,Blockchain Service,38110000.0,
QnA3 AI,qna3-ai,Binance Labs,,Funding Round,1709856000000,Web 3.0,,
Cellula,cellula,Binance Labs,,Funding Round,1709856000000,Gaming,,
Derivio,derivio,Binance Labs,,Funding Round,1709856000000,DeFi,,
Privasea AI,privasea,Binance Labs,5000000,Seed Round,1709510400000,Artificial Intelligence (AI),1240000.0,0.25
Babylon,babylon,Binance Labs,,Funding Round,1708992000000,Blockchain,53070000.0,0.34
Renzo Protocol ,renzo-protocol,Binance Labs,,Funding Round,1708560000000,Liquid Staking Protocols,24260000.0,
NFPrompt,nfprompt,Binance Labs,,Funding Round,1707955200000,Artificial Intelligence (AI),13530000.0,
Shogun,shogun,Binance Labs,,Funding Round,1707955200000,DeFi,,
Puffer,puffer-finance,Binance Labs,,Funding Round,1706572800000,Liquid Staking Protocols,23690000.0,0.65
SkyArk Chronicles ,skyark-chronicles,Binance Labs,15000000,Funding Round,1705017600000,Gaming,,
Bracket Labs,bracket-labs,Binance Labs,2000000,Pre-seed,1704412800000,DeFi,,
Memecoin,meme-coin,Binance Labs,,Investment Round,1704326400000,Meme,66000000.0,
Sleek,sleek,Binance Labs,5000000,Seed Round,1700179200000,Social,,
Arkham,arkham,Binance Labs,,Funding Round,1700006400000,Big Data,48150000.0,
Cyber,cyberconnect,Binance Labs,,Funding Round,1698192000000,Blockchain Service,49430000.0,4.94
Initia,initia,Binance Labs,,Funding Round,1697068800000,Blockchain,15840000.0,
Pendle,pendle,Binance Labs,,Funding Round,1692748800000,DeFi,374470000.0,
ZKWASM,delphinus-lab,Binance Labs,,Funding Round,1692576000000,Infrastructure,,
Lista DAO,lista-dao,Binance Labs,10000000,Funding Round,1691712000000,Liquid Staking Protocols,45230000.0,4.52
Curve DAO,curve-dao-token,Binance Labs,5000000,OTC Deal,1691625600000,DEX,552720000.0,110.54
AltLayer,altlayer,Binance Labs,,Funding Round,1691107200000,Blockchain Service,62390000.0,2.17
Sleepless AI,sleepless-ai,Binance Labs,,Funding Round,1691107200000,Gaming,18820000.0,
