project_name,project_slug,fund_name,amount_usd,stage,date,category
Gigaverse,gigaverse,1Confirmation,2000000,Funding Round,1756857600000,Gaming
Keplr,keplr,1Confirmation,5000000,Seed Round,1737504000000,Wallet
Polymarket,polymarket,1Confirmation,150000000,Funding Round,1735689600000,DeFi
Stride,stride,1Confirmation,4000000,Strategic Round,1706832000000,Liquid Staking Protocols
Rated,rated,1Confirmation,12890000,Series A,1695772800000,Blockchain Service
Pimlico,pimlico,1Confirmation,1600000,Pre-seed,1695600000000,Infrastructure
Koop,koop-ico,1Confirmation,5000000,Seed Round,1659312000000,
Primitive,primitive-ico,1Confirmation,9000000,Series A Round,1659312000000,
Farcaster,farcaster,1Confirmation,30000000,Funding Round,1656633600000,Social
Archway,archway,1Confirmation,21000000,Private Sale,1648080000000,Cosmos Ecosystem
World,worldcoin,1Confirmation,25000000,Seed Round,1634774400000,Artificial Intelligence (AI)
Osmosis,osmosis,1Confirmation,21000000,Venture Round,1633046400000,DEX
Index Cooperative,index-cooperative,1Confirmation,7700000,Pre-seed,1625097600000,DeFi
Notional Finance,notional-finance,1Confirmation,10000000,Series A,1619654400000,DeFi
SuperRare,superrare,1Confirmation,9000000,Series A Round,1614556800000,NFT
Nexus Mutual,nxm,1Confirmation,2700000,Venture Round,1613433600000,Insurance
Rally,rally-2,1Confirmation,34828450,Community Treasury Fundraise,1609372800000,Yield Farming
Acala,acala,1Confirmation,7300000,Series A,1596240000000,DeFi
Karura,karura,1Confirmation,7300000,Series A,1596240000000,Kusama Ecosystem
dYdX,dydx,1Confirmation,10000000,Series A,1539972000000,DEX
Nervos Network,nervos-network,1Confirmation,28224000,Private Round,1530403200000,Blockchain
Maker,maker,1Confirmation,12000000,Seed Round 1,1512086400000,DeFi
Cosmos Hub,cosmos,1Confirmation,1329500,Strategic Round,1472688000000,Blockchain
Arx Research,arx-research,1Kx,,Seed Round,1762387200000,Infrastructure
Coop Records,coop-records,1Kx,4500000,Seed Round,1758585600000,Music
Transak,transak,1Kx,16000000,Strategic Round,1754956800000,Blockchain Service
Stackup,stackup,1Kx,4200000,Seed Round,1750377600000,Infrastructure
Orange Cap Games,orange-cap-games,1Kx,3500000,Seed Round,1749427200000,Gaming
VOYA Games,voya-games,1Kx,5000000,Funding Round,1747785600000,Gaming
Kaia,kaia,1Kx,,Funding Round,1745971200000,Blockchain
Camp Network,camp-network,1Kx,25000000,Series A,1745884800000,Layer-2
Miden,miden,1Kx,25000000,Seed Round,1745884800000,Blockchain
Inco Network,inco-network,1Kx,5000000,Strategic Round,1745452800000,Blockchain
Optimum,optimum,1Kx,11000000,Seed Round,1744675200000,Infrastructure
GUNZ,gunz-token,1Kx,,Strategic Round,1744243200000,Blockchain
Seismic,seismic-2,1Kx,7000000,Seed Round,1741219200000,Blockchain
Combinder,combinder,1Kx,500000,Pre-seed,1741046400000,Infrastructure
Ligero,ligero,1Kx,4000000,Seed Round,1740528000000,Infrastructure
Autonolas,autonolas,1Kx,13800000,Funding Round,1738627200000,Artificial Intelligence (AI)
Cryptio,cryptio,1Kx,15000000,Extended Series A Round,1738108800000,Blockchain Service
pod,pod,1Kx,10000000,Seed Round,1738022400000,Blockchain
WalletConnect Token,walletconnect,1Kx,13000000,Series B,1736812800000,Wallet
BIO Protocol,bio-protocol,1Kx,,Funding Round,1731024000000,DeSci
Predicate,predicate,1Kx,7000000,Funding Round,1728950400000,Blockchain Service
Layer,layer,1Kx,6000000,Seed Round,1727913600000,Infrastructure
Mawari,mawari,1Kx,10800000,Strategic Round,1727308800000,Blockchain Service
Daylight,daylight,1Kx,6000000,Seed Round,1727136000000,Blockchain Service
Celestia,celestia,1Kx,100000000,Funding Round,1727049600000,Modular Blockchain
Fabric Cryptography,fabric-cryptography,1Kx,33000000,Series A,1724025600000,Infrastructure
Rhinestone,rhinestone,1Kx,5000000,Seed Round,1723662000000,Blockchain Service
Blockscout,blockscout,1Kx,3000000,Seed Round,1722988800000,Blockchain Service
JokeRace,jk-labs,1Kx,3000000,Funding Round,1722384000000,Social
Pudgy Penguins,pudgy-penguins,1Kx,11000000,Funding Round,1721692800000,Meme
Cambria,cambria,1Kx,2500000,Seed Round,1719878400000,Gaming
Astria,astria,1Kx,12500000,Strategic Round,1719792000000,Infrastructure
Dope World Paper,dope-wars-paper,1Kx,,Strategic Round,1716336000000,DAO
Lagrange,lagrange-labs,1Kx,13200000,Seed Round,1715126400000,Infrastructure
Botto,botto,1Kx,1670000,Funding Round,1711065600000,NFT
BuildBear,buildbear,1Kx,1900000,Funding Round,1708992000000,Infrastructure
FuzzLand,fuzzland,1Kx,3000000,Seed Round,1707350400000,Blockchain Service
Kiln,kiln,1Kx,17000000,Funding Round,1705536000000,Finance
web3mine,web3mine,1Kx,6000000,Seed Round,1703030400000,Infrastructure
NFTPerp,nftperp-ico,1Kx,3000000,Series A,1702512000000,
Seam Social,seam-social,1Kx,2500000,Seed Round,1702252800000,Blockchain Service
Citadel,citadel-2,1Kx,3300000,Seed Round,1699401600000,Gaming
Modulus Labs,modulus-labs,1Kx,6300000,Seed Round,1698796800000,Blockchain Service
IYK,iyk,1Kx,16800000,Seed Round,1695859200000,Web 3.0
Spearbit,spearbit,1Kx,7000000,Funding Round,1691625600000,Social
Cantina,cantina,1Kx,7000000,Funding Round,1691625600000,Web 3.0
fxhash,fxhash,1Kx,5000000,Seed Round,1691452800000,NFT
Superstate,superstate,1Kx,4000000,Seed Round,1687910400000,DeFi
Spinamp,spinamp,1Kx,1200000,Funding Round,1685577600000,Music
Hydra Ventures,hydra-ventures-ico,1Kx,10000000,Funding Round,1677628800000,
Caldera,caldera-era,1Kx,9000000,Funding Round,1675209600000,Infrastructure
Lit Protocol,lit-protocol,1Kx,13000000,Series A Round,1663804800000,Infrastructure
RedStone,redstone,1Kx,7000000,Seed Round,1659312000000,Oracle
MatchboxDAO,matchboxdao-ico,1Kx,7500000,Seed Round,1659312000000,
Safe,safe,1Kx,100000000,Funding Round,1656633600000,Wallet
Li.Fi,li-fi-ico,1Kx,5500000,Funding Round,1656633600000,
Highlight,highlight-ico,1Kx,11000000,Seed Round,1652176800000,
Nomad,nomad-ico,1Kx,22400000,Seed Round,1648771200000,
CoW Protocol,cow-protocol,1Kx,23000000,Private Round,1648512000000,DEX
Strider,strider-ico,1Kx,3000000,Funding Round,1643673600000,
Snapshot,snapshot-ico,1Kx,4000000,Seed Round,1637280000000,
NFTfi,nftfi,1Kx,5000000,Seed Round,1637020800000,NFT
ZKsync,zksync,1Kx,50000000,Series B,1636365600000,Layer-2
Forefront,forefront,1Kx,2100000,Venture Round,1631750400000,DAO
Everclear,connext,1Kx,12000000,Series A,1626134400000,DeFi
Index Cooperative,index-cooperative,1Kx,7700000,Pre-seed,1625097600000,DeFi
Visor,visor,1Kx,3500000,Funding Round,1625097600000,
ECOx,ecox,1Kx,60000000,Series B,1625097600000,Ethereum Ecosystem
ECO,eco,1Kx,60000000,Series B,1625097600000,
Nym,nym,1Kx,6000000,Seed Round,1619827200000,Privacy Coin
Gearbox Protocol,gearbox-protocol,1Kx,2300000,SAFT,1619827200000,Lending Platform
Overlay Protocol,overlay-protocol,1Kx,2215000,Funding Round,1615939200000,Perpetual
Siren,siren,1Kx,4000000,Seed Round,1614711600000,DeFi
Gitcoin,gitcoin,1Kx,11300000,Funding Round,1614556800000,Infrastructure
Tally,tally,1Kx,1500000,Funding Round,1614556800000,Governance
Nexus Mutual,nxm,1Kx,2700000,Venture Round,1613433600000,Insurance
Levva Protocol Token,levva-protocol-token,1Kx,11000000,Seed,1612137600000,Artificial Intelligence (AI)
Furucombo,furucombo,1Kx,1850000,Seed Round,1610042400000,DeFi
RARI,rarible,1Kx,1750000,Seed Round,1609459200000,NFT
Global Coin Research,global-coin-research,1Kx,1200000,Treasury Diversification,1609459200000,DAO
Liquity,liquity,1Kx,2400000,Seed Round,1600992000000,DeFi
Covalent Query Token,covalent,1Kx,2600000,Private Round 1,1596240000000,Artificial Intelligence (AI)
Hummingbot,hummingbot,1Kx,2600000,Seed Round,1593561600000,Software
Opyn Squeeth,opyn-squeeth,1Kx,2160000,Seed Round,1592784000000,DeFi
Spacemesh,spacemesh,1Kx,15000000,Series A,1536143400000,Blockchain
Fluence,fluence,1Kx,6000000,Seed Round,1535760000000,DePIN
Nervos Network,nervos-network,1Kx,28224000,Private Round,1530403200000,Blockchain
Amp,amp-token,1Kx,14100000,Private Sale 1,1527811200000,Blockchain Service
Metadium,metadium,1Kx,21539540,Private Round,1525132800000,Protocol
Oxen,loki-network,1Kx,9027000,Private Presale,1519851600000,Nodes
aelf,aelf,1Kx,1000000,Seed,1509494400000,Infrastructure
AllScale,allscale,Binance Labs,5000000,Seed Round,1765152000000,Finance
predict.fun,predict-fun,Binance Labs,,Incubation,1764633600000,Predictions
Funes,funes,Binance Labs,,Funding Round,1762387200000,Blockchain Service
Standard Money,standard-money,Binance Labs,8000000,Strategic Round,1762128000000,DeFi
Sign,sign-2,Binance Labs,25500000,Strategic Round,1761004800000,Infrastructure
APRO,apro,Binance Labs,,Strategic Round,1761004800000,Blockchain Service
Open Campus,open-campus,Binance Labs,5000000,Strategic Round,1760918400000,Education
Temple,temple-2,Binance Labs,5000000,Seed Round,1760572800000,Finance
Better Payment Network,better-payment-network,Binance Labs,50000000,Seed Round,1760486400000,Finance
Ethena,ethena-labs,Binance Labs,,Strategic Round,1758240000000,DeFi
StablecoinX,stablecoinx,Binance Labs,530000000,PIPE,1757116800000,Finance
Hemi,hemi-network,Binance Labs,15000000,Funding Round,1756166400000,Modular Blockchain
USD.AI,usd-ai,Binance Labs,,Strategic Round,1756166400000,DeFi
Bitway,bitway,Binance Labs,,Incubation,1756166400000,Blockchain
StableStock,stablestock,Binance Labs,,Seed Round,1755648000000,DeFi
Aspecta,aspecta,Binance Labs,,Strategic Round,1752105600000,Blockchain Service
MEET48,meet48,Binance Labs,,Strategic Round,1750896000000,Gaming
Concrete Protocol,concrete-protocol,Binance Labs,9500000,Strategic Round,1750636800000,Protocol
OneKey,onekey-ico,Binance Labs,,Funding Round,1749081600000,
Avalon,avalon-finance,Binance Labs,,Funding Round,1748217600000,DeFi
Gata,aggregata,Binance Labs,4000000,Seed Round,1745971200000,Artificial Intelligence (AI)
Opinion Labs,opinion-labs,Binance Labs,5000000,Seed Round,1742256000000,Predictions
Plume,plume-network,Binance Labs,,Funding Round,1742169600000,Blockchain
Tensorplex Labs,tensorplex-labs,Binance Labs,,Strategic Round,1741132800000,DeFi
vana,vana,Binance Labs,,Strategic Round,1740355200000,Artificial Intelligence (AI)
Blum,blum,Binance Labs,5000000,Seed Round,1739318400000,DeFi
THENA,thena,Binance Labs,,Funding Round,1735603200000,DEX
Usual,usual,Binance Labs,10000000,Series A,1734912000000,Stablecoin Issuer
Perena,perena,Binance Labs,,Pre-seed,1733875200000,DeFi
Aster,aster,Binance Labs,,Seed Round,1732752000000,Perpetual
KernelDAO,kernel-dao,Binance Labs,10000000,Strategic Round,1732492800000,Liquid Staking Protocols
StakeStone,stakestone,Binance Labs,22000000,Funding Round,1731283200000,Liquid Staking Protocols
Brevis Network,brevis-network,Binance Labs,7500000,Seed Round,1731283200000,Zero Knowledge
BIO Protocol,bio-protocol,Binance Labs,,Funding Round,1731024000000,DeSci
Moonwalk Fitness,moonwalk-fitness,Binance Labs,3400000,Seed Round,1729728000000,Sport
ZEROBASE,zerobase,Binance Labs,5000000,Funding Round,1729296000000,Zero Knowledge
Lombard,lombard,Binance Labs,1000000,Funding Round,1729036800000,DeFi
Sophon,sophon,Binance Labs,,Funding Round,1727913600000,Modular Blockchain
OpenEden,openeden,Binance Labs,,Funding Round,1726099200000,RWA (Real World Assets)
Solayer,solayer,Binance Labs,12000000,Seed Round,1724716800000,Liquid Staking Protocols
Sidekick,sidekick,Binance Labs,,Funding Round,1724284800000,Gaming
VOOI,vooi,Binance Labs,,Funding Round,1724284800000,DEX
corn,corn-2,Binance Labs,6700000,Seed Round,1724112000000,Layer-2
MyShell,myshell,Binance Labs,,Funding Round,1723680000000,Blockchain Service
Sahara AI,sahara-ai,Binance Labs,37000000,Funding Round,1723593600000,Artificial Intelligence (AI)
Pentagon Games,pentagon-games,Binance Labs,6000000,Seed Round,1723075200000,Gaming
Particle Network,particle-network,Binance Labs,,Funding Round,1722470400000,Modular Blockchain
DILL,dill,Binance Labs,,Incubation Program,1722330000000,Infrastructure
Cycle Network,cycle-network,Binance Labs,,Incubation Program,1722330000000,Infrastructure
aPriori,apriori,Binance Labs,,Funding Round,1722297600000,DeFi
Catizen,catizen,Binance Labs,,Funding Round,1721779200000,Gaming
Pluto Studio,pluto-studio,Binance Labs,,Strategic Round,1721692800000,Gaming
Zircuit,zircuit,Binance Labs,,Funding Round,1721606400000,Layer-2
Infrared BGT,infrared,Binance Labs,,Funding Round,1719187200000,DeFi
Rango Exchange,rango-exchange,Binance Labs,,Strategic Round,1718755200000,DeFi
Aevo,aevo-dex,Binance Labs,,Funding Round,1716249600000,DEX
Gamic,gamic,Binance Labs,,Incubated Season 6,1715644800000,Social
Zest Protocol,zest-protocol-2,Binance Labs,3500000,Seed Round,1715558400000,DeFi
Uxuy,uxuy-ico,Binance Labs,7000000,pre-Series A,1715212800000,
Movement,movement,Binance Labs,,Funding Round,1714521600000,Infrastructure
Unisat,unisat,Binance Labs,,pre-Series A,1714521600000,Blockchain Service
MilkyWay,milkyway-2,Binance Labs,5000000,Seed Round,1714435200000,DeFi
BounceBit,bouncebit,Binance Labs,,Strategic Round,1712793600000,Blockchain
Shentu,certik,Binance Labs,,Funding Round,1710201600000,Blockchain Service
QnA3 AI,qna3-ai,Binance Labs,,Funding Round,1709856000000,Web 3.0
Cellula,cellula,Binance Labs,,Funding Round,1709856000000,Gaming
Derivio,derivio,Binance Labs,,Funding Round,1709856000000,DeFi
Privasea AI,privasea,Binance Labs,5000000,Seed Round,1709510400000,Artificial Intelligence (AI)
Babylon,babylon,Binance Labs,,Funding Round,1708992000000,Blockchain
Renzo Protocol ,renzo-protocol,Binance Labs,,Funding Round,1708560000000,Liquid Staking Protocols
NFPrompt,nfprompt,Binance Labs,,Funding Round,1707955200000,Artificial Intelligence (AI)
Shogun,shogun,Binance Labs,,Funding Round,1707955200000,DeFi
Puffer,puffer-finance,Binance Labs,,Funding Round,1706572800000,Liquid Staking Protocols
SkyArk Chronicles ,skyark-chronicles,Binance Labs,15000000,Funding Round,1705017600000,Gaming
Bracket Labs,bracket-labs,Binance Labs,2000000,Pre-seed,1704412800000,DeFi
Memecoin,meme-coin,Binance Labs,,Investment Round,1704326400000,Meme
Sleek,sleek,Binance Labs,5000000,Seed Round,1700179200000,Social
Arkham,arkham,Binance Labs,,Funding Round,1700006400000,Big Data
Cyber,cyberconnect,Binance Labs,,Funding Round,1698192000000,Blockchain Service
Initia,initia,Binance Labs,,Funding Round,1697068800000,Blockchain
Pendle,pendle,Binance Labs,,Funding Round,1692748800000,DeFi
ZKWASM,delphinus-lab,Binance Labs,,Funding Round,1692576000000,Infrastructure
Lista DAO,lista-dao,Binance Labs,10000000,Funding Round,1691712000000,Liquid Staking Protocols
Curve DAO,curve-dao-token,Binance Labs,5000000,OTC Deal,1691625600000,DEX
AltLayer,altlayer,Binance Labs,,Funding Round,1691107200000,Blockchain Service
Sleepless AI,sleepless-ai,Binance Labs,,Funding Round,1691107200000,Gaming
KiloEx,kiloex,Binance Labs,,Funding Round,1691107200000,DEX
Kinza Finance,kinza,Binance Labs,,Funding Round,1691107200000,DeFi
zkPass,zkpass,Binance Labs,2500000,Seed Round,1691020800000,Blockchain Service
Radiant Capital,radiant-capital,Binance Labs,10000000,Funding Round,1689811200000,DeFi
Xterio,xterio,Binance Labs,15000000,Funding Round,1689120000000,Gaming
DIN,din,Binance Labs,4000000,Seed Round,1688515200000,Artificial Intelligence (AI)
Mind Network,mind-network,Binance Labs,2500000,Seed Round,1687996800000,Blockchain Service
Maverick Protocol,maverick-protocol,Binance Labs,9000000,Funding Round,1687305600000,DEX
Neutron,neutron-2,Binance Labs,10000000,Seed Round,1687305600000,Infrastructure
Kryptoskatt,kryptoskatt,Binance Labs,,Funding Round,1687219200000,DeFi
DappOS,dappos,Binance Labs,,Funding Round,1687219200000,Blockchain Service
Fusionist,fusionist,Binance Labs,6600000,Seed Round,1685577600000,Gaming
Tabi,tabi,Binance Labs,10000000,Angel,1683676800000,Modular Blockchain
Playbux,playbux,Binance Labs,2000000,Seed Round,1682035200000,Social
Gomble,gomble-games,Binance Labs,,Seed Round,1680307200000,Gaming
Gameta,gameta,Binance Labs,5000000,Seed Round,1680307200000,Play to Earn
Polyhedra Network,polyhedra-network,Binance Labs,10000000,Strategic Round,1676937600000,Zero Knowledge
Swan Chain,swan-chain,Binance Labs,3000000,Funding Round,1673827200000,DePIN
TopGoal,topgoal,Binance Labs,,Private Sale,1672444800000,Gaming
GoPlus,goplus,Binance Labs,,Private Round 2,1670457600000,Blockchain Service
Ambit Finance,ambit-finance,Binance Labs,4500000,Strategic Investment,1669939200000,
Paragraph,paragraph-ico,Binance Labs,1700000,Pre-seed,1666569600000,
Velvet,velvet,Binance Labs,,Accelerator Program,1664841600000,DeFAI
Bitquery,bitquery-2-ico,Binance Labs,8500000,Seed Round,1664236800000,
Salus Security,salus-security,Binance Labs,,Seed Round,1663545600000,Blockchain Service
Aptos,aptos,Binance Labs,,Strategic Round,1663200000000,Blockchain
MystenLabs,mystenlabs-ico,Binance Labs,300000000,Series B Round,1662595200000,
Sui,sui,Binance Labs,300000000,Series B,1661990400000,Blockchain
Space ID,space-id,Binance Labs,,Seed Round,1661990400000,Blockchain Service
Hooked Protocol,hooked-protocol,Binance Labs,6000000,Private Sale,1661990400000,Gaming
Sender AI,sender-ai,Binance Labs,4500000,Private Round,1661990400000,Artificial Intelligence (AI)
Ankr,ankr,Binance Labs,,Strategic Round,1660176000000,DePIN
Lifeform,lifeform,Binance Labs,,Funding Round,1659312000000,Blockchain Service
Mask Network,mask-network,Binance Labs,42000000,Funding Round,1657065600000,Social
Magic Square,magic-square,Binance Labs,3900000,Private Round 1,1656669600000,Web 3.0
Planetarium Labs,planetarium-labs-ico,Binance Labs,32000000,Series A Round,1656633600000,
PancakeSwap,pancakeswap-token,Binance Labs,,Strategic Round,1654473600000,DEX
APX,apollox-2,Binance Labs,,Seed Round,1654041600000,CEX
Tatsumeeko,tatsumeeko-ico,Binance Labs,7500000,Seed Round,1654041600000,
Zecrey Labs,zecrey-labs,Binance Labs,6000000,Strategic Round,1652745600000,Blockchain
pSTAKE,pstake,Binance Labs,,Strategic Round,1652140800000,Liquid Staking Protocols
grindery,grindery,Binance Labs,280000,Pre-seed,1651708800000,Wallet
Nulink,nulink-2,Binance Labs,,Incubation Program,1651708800000,Zero Knowledge
Reveel,reveel,Binance Labs,1300000,Pre-seed,1651708800000,Blockchain Service
Beam,beam,Binance Labs,,Funding Round,1649808000000,Gaming
Merit Circle,merit-circle,Binance Labs,,Funding Round,1649808000000,Gaming
Community Gaming,community-gaming,Binance Labs,16000000,Series A,1649289600000,Gaming
Axie Infinity,axie-infinity,Binance Labs,150000000,Funding Round,1648771200000,Gaming
LayerZero,layerzero,Binance Labs,135000000,Series A,1648598400000,Blockchain Service
Ultiverse,ultiverse,Binance Labs,5000000,Funding Round,1648166400000,Gaming
Tea,tea,Binance Labs,8000000,Seed Round,1647993600000,Blockchain Service
Treehouse,treehouse,Binance Labs,18000000,Seed Round,1647388800000,Liquid Staking Tokens (LSTs)
LiveArtX,live-art-x,Binance Labs,4500000,Funding Round,1647302400000,NFT
Symbiosis,symbiosis-finance,Binance Labs,,Strategic Investment,1645142400000,Protocol
Manta Network,manta-network,Binance Labs,,Venture Round,1645099200000,Blockchain
Automata,automata,Binance Labs,,Strategic Investment,1644537600000,Blockchain Service
GAMEE,gamee,Binance Labs,1500000,Equity Funding,1643673600000,Gaming
GMT,stepn,Binance Labs,5000000,Private Sale,1642636800000,Move To Earn
Wrapped NCG,wrapped-ncg,Binance Labs,,Strategic Investment,1642118400000,Wrapped Token
BBS Network,bbs-network,Binance Labs,550000,IDO on DAO Maker,1641340800000,NFT
CryptoSlam,cryptoslam,Binance Labs,9000000,Seed Round,1641340800000,Blockchain Service
WOO,woo-network,Binance Labs,12000000,Series A+,1640995200000,CEX
Solv Protocol,solv-protocol,Binance Labs,,Strategic Round,1640995200000,DeFi
Heroes of Mavia,heroes-of-mavia,Binance Labs,5500000,Seed Round,1640995200000,Gaming
Bird.Money,bird-money,Binance Labs,239978,Pre-Sale,1640908800000,Oracle
Cosmic Guild,cosmic-guild-ico,Binance Labs,1500000,Seed Round,1640217600000,
Multichain,multichain,Binance Labs,60000000,Venture Round,1640044800000,Web 3.0
Galxe,project-galaxy,Binance Labs,10000000,Growth Backer Round 1,1638316800000,NFT
Gravity (prev. GAL),gravity-3,Binance Labs,10000000,Backers,1638316800000,Ethereum Ecosystem
League of Kingdoms,league-of-kingdoms,Binance Labs,3100000,Private Sale,1638316800000,Gaming
Melos Studio,melos-studio,Binance Labs,,Strategic Round,1638316800000,Music
Elfin Metaverse,elfin-metaverse,Binance Labs,5250000,Private Round 2,1638316800000,Gaming
Mythos,mythos,Binance Labs,150000000,Series C,1635984000000,Gaming
Mythical Games,mythical-games,Binance Labs,150000000,Series C,1635984000000,Gaming
SecondLive,secondlive,Binance Labs,,Seed Round,1635811200000,Metaverse
Mobox,mobox,Binance Labs,,Strategic Round,1635724800000,Gaming
Dora Factory,dora-factory-2,Binance Labs,8000000,Strategic Investment,1635724800000,Infrastructure
Avocado DAO,avaocado-dao,Binance Labs,18000000,Series A,1635724800000,Gaming
Wombat Exchange,wombat-exchange,Binance Labs,,Seed Round,1635724800000,PancakeSwap IDO
Numbers Protocol,numbers-protocol,Binance Labs,5253750,Private Sale,1633046400000,Media
Voxies,voxies,Binance Labs,,Private Round,1633046400000,Gaming
Biswap,biswap,Binance Labs,,Strategic Round,1633046400000,DEX
StarSharks,starsharks,Binance Labs,,Angel Round,1633046400000,Gaming
Highstreet,highstreet,Binance Labs,9852000,Private Round,1630454400000,Gaming
Cere Network,cere-network,Binance Labs,31000000,Funding Round,1630454400000,Big Data
OpenLeverage,openleverage,Binance Labs,1800000,Private Round,1626134400000,DeFi
Gala,gala,Binance Labs,100000000,Funding Round,1625097600000,BNB Chain Ecosystem
Biconomy,biconomy,Binance Labs,9000000,Private Round,1625097600000,DeFi
Tranchess,tranchess,Binance Labs,1500000,Seed Round,1622505600000,Liquid Staking Protocols
OpenOcean,openocean,Binance Labs,1718000,Private Round,1622505600000,DeFi
Copycat Finance,copycat-finance,Binance Labs,,Binance Labs Seed Investment,1622505600000,
Pancake Bunny,pancake-bunny,Binance Labs,1600000,Seed Round,1618272000000,DeFi
Injective,injective-protocol,Binance Labs,10000000,Funding Round,1617235200000,Blockchain
Alchemix,alchemix,Binance Labs,4900000,Private Round,1615680000000,Lending Platform
Celestia,celestia,Binance Labs,1500000,Seed Round,1614556800000,Modular Blockchain
Moonbeam,moonbeam,Binance Labs,6000000,Strategic Round,1614556800000,Blockchain
Push Protocol,ethereum-push-notification-service,Binance Labs,660000,Extended Seed Round,1614556800000,Infrastructure
Astar,astar,Binance Labs,2400000,Venture Round 1,1612828800000,Layer-2
Covalent Query Token,covalent,Binance Labs,2585937,Private Round 2,1612137600000,Artificial Intelligence (AI)
Quad Terminal,quadency,Binance Labs,100000,Seed,1612137600000,DeFi
MATH,math,Binance Labs,12000000,Series B,1608163200000,Wallet
Marlin,marlin,Binance Labs,3000000,Private Round,1604188800000,Infrastructure
Audius,audius,Binance Labs,1250000,Funding Round,1603411200000,NFT
Seascape Crowns,crowns,Binance Labs,272000,Strategic Round,1601510400000,Gaming
Axelar,axelar,Binance Labs,3750000,Seed Round,1598918400000,Infrastructure
DODO,dodo,Binance Labs,5000000,Private Sale,1598918400000,DeFi
Bella Protocol,bella-protocol,Binance Labs,4500000,Private Round,1597708800000,DeFi
1INCH,1inch,Binance Labs,2800000,Seed,1597104000000,DEX
HOPR,hopr,Binance Labs,1000000,Seed,1593561600000,Privacy Coin
Tokocrypto,tokocrypto,Binance Labs,500000,Private Sale,1588291200000,CEX
WazirX,wazirx,Binance Labs,900000,Private Sale,1577836800000,CEX
FTX Token,ftx-token,Binance Labs,,Corporate Round,1575158400000,CEX
FIO Protocol,fio-protocol,Binance Labs,5700000,Series A,1567641600000,Protocol
Solar,swipe,Binance Labs,3915000,Private Round,1564617600000,Wallet
TROY,troy,Binance Labs,8400000,Private Sale,1564617600000,Big Data
Web3Auth,web3auth,Binance Labs,2000000,Seed Round,1562630400000,Web 3.0
MultiversX,multivers-x,Binance Labs,1900000,Private Sale,1558377960000,Blockchain
Nym,nym,Binance Labs,2500000,Pre-seed,1556668800000,Privacy Coin
PhishFort,phishfort,Binance Labs,,Investment Round,1556496000000,
Harmony,harmony,Binance Labs,18345600,Seed,1554076800000,Blockchain
Tellor Tributes,tellor,Binance Labs,250000,Seed Round,1551398400000,Oracle
Dusk,dusk-network,Binance Labs,8075557,Private Sale,1533081600000,Privacy Coin
Trust Wallet Token,trust-wallet-token,Binance Labs,,Venture Round,1532995200000,Wallet
Perpetual Protocol,perpetual-protocol,Binance Labs,500000,Seed,1530403200000,Perpetual
Chiliz,chiliz,Binance Labs,65000000,Private Sale,1527811200000,Blockchain
Oasis,oasis-network,Binance Labs,45000000,Backers,1526688000000,Blockchain
MobileCoin,mobilecoin,Binance Labs,30000000,Seed Round,1519862400000,Privacy Coin
Contentos,contentos,Binance Labs,14250000,Strategic Round,1519862400000,Media
Kyber Network Crystal,kyber-network-crystal,Binance Labs,27132035,Private Round,1501545600000,DeFi
Cartesi,cartesi,Binance Labs,100000,Seed Round,1501545600000,Oracle
Plasma,xpl,Cobie,20500000,Funding Round,1739404800000,Blockchain
OneBalance,onebalance,Cobie,5000000,Angel,1724630400000,Infrastructure
MegaETH (Pre-Market),megaeth,Cobie,20000000,Seed Round,1719446400000,Layer-2
Fortunafi,fortunafi,Cobie,9560000,Strategic Round,1716940800000,DeFi
Shogun,shogun,Cobie,6900000,Seed Round,1715731200000,DeFi
Ethena,ethena-labs,Cobie,14000000,Seed Extension Round,1708041600000,DeFi
Monad,monad,Cobie,19000000,Seed Round,1675209600000,Blockchain
Size,size-ico,Cobie,6000000,Seed Round,1651363200000,
CoW Protocol,cow-protocol,Cobie,23000000,Private Round,1648512000000,DEX
Gearbox Protocol,gearbox-protocol,Cobie,2300000,SAFT,1619827200000,Lending Platform
RockSolid Network,rocksolid-network,Ideo Colab Ventures,2800000,Pre-seed,1758758400000,DeFi
Yup,yup,Ideo Colab Ventures,,Funding Round,1721779200000,Social
Enso,enso,Ideo Colab Ventures,4200000,Funding Round,1719273600000,Blockchain Service
Karma3 Labs,karma3-labs,Ideo Colab Ventures,4500000,Seed Round,1709251200000,Blockchain Service
Acctual,acctual,Ideo Colab Ventures,3850000,Funding Round,1701270000000,Web 3.0
Lens Chain,lens-chain,Ideo Colab Ventures,15000000,Funding Round,1686182400000,Blockchain Service
Blocktorch,blocktorch,Ideo Colab Ventures,4200000,Seed Round,1683590400000,Blockchain Service
Antimetal,antimetal,Ideo Colab Ventures,4300000,Seed Round,1683504000000,Blockchain Service
Unlockd,unlockd-ico,Ideo Colab Ventures,4400000,Seed Round,1659312000000,
Socket,socket,Ideo Colab Ventures,2000000,Pre-seed,1658361600000,Infrastructure
Must,must,Ideo Colab Ventures,10000000,Seed Round,1651708800000,NFT
Archway,archway,Ideo Colab Ventures,21000000,Private Sale,1648080000000,Cosmos Ecosystem
Neon,neon,Ideo Colab Ventures,40000000,Early Purchasers,1635724800000,Layer-2
Immunefi,immunefi,Ideo Colab Ventures,5500000,Seed Round,1635206400000,Blockchain Service
